,demand,p1,p2,p3,p4,p5
8221,10.0,93,22,12,42,87
8222,10.0,62,17,61,15,38
8223,10.0,81,57,56,66,35
8224,10.0,59,85,20,26,37
8225,10.0,33,29,22,71,53
8226,10.0,9,92,25,73,68
8227,10.0,89,38,82,41,59
8228,10.0,61,87,21,45,7
8229,10.0,78,70,55,46,7
8230,10.0,76,62,98,59,39
8231,10.0,33,31,12,96,54
8232,10.0,8,15,54,79,24
8233,10.0,73,6,71,41,51
8234,10.0,2,80,28,90,3
8235,10.0,19,24,58,72,5
8236,10.0,40,85,90,92,77
8237,10.0,2,83,56,46,86
8238,10.0,76,6,32,28,53
8239,10.0,77,18,67,76,64
8240,10.0,73,43,27,40,79
8241,10.0,84,12,83,48,23
8242,10.0,31,14,50,62,47
8243,10.0,95,85,42,20,62
8244,10.0,37,30,20,34,83
8245,10.0,25,5,44,37,45
8246,10.0,27,2,29,28,96
8247,10.0,38,59,23,29,39
8248,10.0,19,39,83,3,34
8249,10.0,33,92,63,93,4
8250,10.0,22,23,84,30,50
8251,10.0,72,6,51,45,42
8252,10.0,18,80,84,27,2
8253,10.0,74,29,45,2,34
8254,10.0,32,54,57,91,4
8255,10.0,57,2,14,59,46
8256,10.0,20,33,67,2,16
8257,10.0,81,67,61,2,47
8258,10.0,78,74,13,96,13
8259,10.0,47,89,85,25,63
8260,10.0,4,97,74,69,49
8261,10.0,16,61,16,28,23
8262,10.0,90,52,73,59,9
8263,10.0,71,10,80,29,52
8264,10.0,53,21,22,10,36
8265,10.0,21,38,61,67,4
8266,10.0,67,97,89,77,98
8267,10.0,20,64,59,86,50
8268,10.0,48,32,62,38,88
8269,10.0,53,86,53,13,32
8270,10.0,45,62,46,22,69
8271,10.0,42,32,30,4,65
8272,10.0,21,81,26,3,38
8273,10.0,63,62,85,81,82
8274,10.0,95,3,50,20,80
8275,10.0,43,97,91,61,14
8276,10.0,60,12,16,24,19
8277,10.0,23,60,67,77,25
8278,10.0,18,78,29,74,65
8279,10.0,34,67,8,18,94
8280,10.0,9,61,77,51,62
8281,10.0,8,40,80,32,37
8282,10.0,82,4,17,95,87
8283,10.0,27,55,2,92,38
8284,10.0,15,39,87,40,69
8285,10.0,17,36,96,33,82
8286,10.0,33,89,69,39,50
8287,10.0,68,8,62,35,44
8288,10.0,88,72,17,98,78
8289,10.0,84,64,58,64,17
8290,10.0,63,32,6,11,78
8291,10.0,41,92,26,97,92
8292,10.0,76,50,18,21,62
8293,10.0,96,8,62,40,93
8294,10.0,6,86,45,80,78
8295,10.0,33,16,31,6,12
8296,10.0,97,69,53,38,78
8297,10.0,75,46,58,92,88
8298,10.0,21,20,82,8,86
8299,10.0,67,47,71,18,93
8300,10.0,20,4,26,40,61
8301,10.0,89,62,30,28,41
8302,10.0,36,15,98,30,29
8303,10.0,91,45,67,87,44
8304,10.0,44,70,94,84,47
8305,10.0,64,80,87,54,21
8306,10.0,1,93,8,12,33
8307,10.0,56,96,7,1,50
8308,10.0,98,27,88,22,50
8309,10.0,83,39,27,89,41
8310,10.0,73,21,62,48,41
8311,10.0,49,44,55,29,96
8312,10.0,8,92,61,98,58
8313,10.0,13,88,96,23,18
8314,10.0,85,23,95,9,28
8315,10.0,97,80,94,64,10
8316,10.0,94,73,4,21,34
8317,10.0,16,12,25,24,12
8318,10.0,26,60,9,89,74
8319,10.0,13,25,12,19,51
8320,10.0,47,2,26,19,80
8321,10.0,4,17,49,26,50
8322,10.0,26,82,51,62,69
8323,10.0,14,48,97,50,90
8324,10.0,20,37,75,7,63
8325,10.0,88,96,13,83,26
8326,10.0,70,65,8,33,41
8327,10.0,57,38,11,15,76
8328,10.0,31,68,98,66,42
8329,10.0,5,62,37,76,82
8330,10.0,29,22,79,41,64
8331,10.0,82,86,29,64,95
8332,10.0,91,3,11,89,20
8333,10.0,10,89,86,85,50
8334,10.0,37,30,36,55,59
8335,10.0,70,97,84,82,1
8336,10.0,45,63,33,57,67
8337,10.0,51,47,30,29,29
8338,10.0,87,73,21,60,36
8339,10.0,53,94,90,55,83
8340,10.0,83,39,49,4,48
8341,10.0,79,19,68,71,15
8342,10.0,47,55,54,20,26
8343,10.0,87,31,74,40,7
8344,10.0,13,34,9,70,32
8345,10.0,4,70,24,38,62
8346,10.0,93,81,83,49,44
8347,10.0,83,73,33,60,51
8348,10.0,36,87,72,29,31
8349,10.0,98,75,29,6,19
8350,10.0,68,34,4,55,34
8351,10.0,94,54,2,51,40
8352,10.0,21,32,92,24,34
8353,10.0,87,67,26,41,54
8354,10.0,31,47,87,48,10
8355,10.0,76,91,57,34,50
8356,10.0,63,44,21,37,81
8357,10.0,77,86,79,41,21
8358,10.0,50,28,98,32,57
8359,10.0,43,46,68,41,93
8360,10.0,50,47,49,39,53
8361,10.0,85,85,8,4,70
8362,10.0,5,2,41,68,61
8363,10.0,7,52,48,93,69
8364,10.0,27,42,91,95,86
8365,10.0,23,77,61,81,5
8366,10.0,4,87,89,13,3
8367,10.0,49,10,73,41,6
8368,10.0,97,29,17,70,87
8369,10.0,9,75,24,88,65
8370,10.0,9,80,23,49,17
8371,10.0,46,72,16,2,82
8372,10.0,29,29,21,88,9
8373,10.0,10,50,50,40,40
8374,10.0,84,10,69,95,2
8375,10.0,64,14,86,67,73
8376,10.0,89,14,26,37,92
8377,10.0,52,34,50,58,16
8378,10.0,11,13,77,60,65
8379,10.0,25,20,26,79,45
8380,10.0,88,81,14,27,39
8381,10.0,86,64,40,76,63
8382,10.0,25,78,25,17,33
8383,10.0,74,17,11,27,62
8384,10.0,3,22,73,58,20
8385,10.0,8,54,88,82,70
8386,10.0,9,87,22,79,24
8387,10.0,30,38,84,24,94
8388,10.0,92,45,2,67,52
8389,10.0,39,40,27,79,11
8390,10.0,73,8,16,4,43
8391,10.0,75,15,20,5,20
8392,10.0,95,20,68,91,68
8393,10.0,85,41,31,80,44
8394,10.0,89,97,66,55,80
8395,10.0,9,50,60,85,11
8396,10.0,58,25,64,17,81
8397,10.0,74,97,45,54,5
8398,10.0,87,64,9,8,33
8399,10.0,12,30,2,24,82
8400,10.0,90,56,79,86,43
8401,10.0,76,30,17,80,75
8402,10.0,87,69,62,35,18
8403,10.0,51,88,85,29,34
8404,10.0,47,74,16,71,92
8405,10.0,76,29,75,55,76
8406,10.0,48,95,59,29,57
8407,10.0,82,93,45,46,58
8408,10.0,91,43,19,64,90
8409,10.0,44,24,33,49,27
8410,10.0,53,53,49,87,18
8411,10.0,13,30,77,29,58
8412,10.0,46,51,82,46,28
8413,10.0,22,61,61,13,82
8414,10.0,41,71,35,93,9
8415,10.0,81,65,4,29,67
8416,10.0,30,33,41,30,77
8417,10.0,84,25,50,92,59
8418,10.0,12,67,89,41,68
8419,10.0,48,75,1,96,43
8420,10.0,88,78,45,72,1
8421,10.0,67,51,53,40,19
8422,10.0,17,20,10,87,88
8423,10.0,13,22,44,18,72
8424,10.0,13,88,27,49,65
8425,10.0,61,24,95,62,36
8426,10.0,76,74,46,80,22
8427,10.0,15,95,65,18,36
8428,10.0,29,90,46,38,12
8429,10.0,7,95,97,53,87
8430,10.0,17,53,46,63,19
8431,10.0,50,91,7,77,3
8432,10.0,43,26,14,22,24
8433,10.0,95,41,27,33,40
8434,10.0,87,42,62,42,61
8435,10.0,3,49,59,90,3
8436,10.0,7,26,7,14,59
8437,10.0,42,26,59,56,67
8438,10.0,77,45,53,35,79
8439,10.0,89,7,36,47,19
8440,10.0,92,48,70,4,82
8441,10.0,74,73,38,49,33
8442,10.0,44,42,43,73,38
8443,10.0,43,24,39,58,55
8444,10.0,30,74,93,98,48
8445,10.0,11,90,37,13,88
8446,10.0,59,22,98,74,20
8447,10.0,28,50,85,66,60
8448,10.0,84,26,17,61,9
8449,10.0,71,22,98,23,66
8450,10.0,19,78,29,32,3
8451,10.0,24,13,88,65,87
8452,10.0,40,8,98,52,5
8453,10.0,73,6,91,69,13
8454,10.0,69,50,73,15,65
8455,10.0,56,17,60,72,77
8456,10.0,56,45,14,10,63
8457,10.0,20,1,25,44,29
8458,10.0,67,55,8,69,90
8459,10.0,21,44,94,94,16
8460,10.0,18,13,48,33,50
8461,10.0,66,45,20,47,47
8462,10.0,96,57,97,41,7
8463,10.0,15,73,39,60,41
8464,10.0,10,53,39,43,40
8465,10.0,24,40,48,39,27
8466,10.0,14,62,90,9,12
8467,10.0,98,83,31,20,86
8468,10.0,23,81,19,63,34
8469,10.0,70,6,16,89,13
8470,10.0,6,87,90,76,61
8471,10.0,74,73,38,19,35
8472,10.0,69,2,58,54,28
8473,10.0,35,34,75,24,62
8474,10.0,4,24,76,33,42
8475,10.0,65,82,45,51,14
8476,10.0,98,52,25,72,64
8477,10.0,14,35,88,25,53
8478,10.0,84,51,69,49,98
8479,10.0,14,66,73,24,71
8480,10.0,81,88,80,63,4
8481,10.0,89,76,52,53,6
8482,10.0,34,63,18,80,45
8483,10.0,96,31,55,97,12
8484,10.0,41,92,94,35,19
8485,10.0,80,55,92,72,2
8486,10.0,31,66,43,61,56
8487,10.0,6,43,51,84,79
8488,10.0,60,30,30,58,82
8489,10.0,42,97,72,79,14
8490,10.0,90,72,35,10,62
8491,10.0,13,3,71,42,51
8492,10.0,22,97,81,12,39
8493,10.0,64,15,38,96,51
8494,10.0,39,61,17,30,34
8495,10.0,32,18,41,34,43
8496,10.0,53,27,51,53,54
8497,10.0,27,97,44,34,62
8498,10.0,34,65,89,11,62
8499,10.0,86,34,71,53,89
8500,10.0,32,4,68,54,68
8501,10.0,79,7,54,69,28
8502,10.0,46,75,77,22,35
8503,10.0,3,43,85,32,54
8504,10.0,30,17,80,90,42
8505,10.0,25,40,62,6,83
8506,10.0,14,5,49,86,23
8507,10.0,94,74,58,21,86
8508,10.0,61,47,73,20,67
8509,10.0,87,63,94,58,80
8510,10.0,79,96,2,54,39
8511,10.0,87,10,48,50,33
8512,10.0,18,48,56,98,10
8513,10.0,28,71,73,56,27
8514,10.0,69,16,49,55,58
8515,10.0,44,91,67,70,24
8516,10.0,52,48,83,2,78
8517,10.0,50,87,81,54,58
8518,10.0,92,72,19,23,69
8519,10.0,57,33,67,35,71
8520,10.0,29,81,86,68,6
8521,10.0,87,98,43,53,42
8522,10.0,83,18,40,93,41
8523,10.0,9,43,42,40,49
8524,10.0,33,15,60,98,48
8525,10.0,92,19,94,39,82
8526,10.0,43,97,61,24,82
8527,10.0,6,35,12,3,43
8528,10.0,60,3,68,62,62
8529,10.0,40,81,40,68,5
8530,10.0,32,42,7,81,17
8531,10.0,11,41,28,94,97
8532,10.0,81,48,57,68,35
8533,10.0,22,32,23,67,40
8534,10.0,12,13,24,6,14
8535,10.0,42,77,50,44,47
8536,10.0,96,97,4,21,7
8537,10.0,33,95,14,16,83
8538,10.0,20,83,36,1,38
8539,10.0,39,11,39,52,79
8540,10.0,87,74,11,2,13
8541,10.0,62,93,37,65,4
8542,10.0,86,21,24,77,12
8543,10.0,34,10,24,98,63
8544,10.0,88,85,14,74,18
8545,10.0,72,32,1,85,20
8546,10.0,68,13,39,21,52
8547,10.0,18,51,62,22,77
8548,10.0,21,2,85,16,78
8549,10.0,52,23,66,45,33
8550,10.0,11,72,22,38,63
8551,10.0,66,34,83,28,52
8552,10.0,54,75,92,81,51
8553,10.0,51,75,78,69,67
8554,10.0,30,4,74,77,15
8555,10.0,38,94,38,42,91
8556,10.0,62,55,70,15,69
8557,10.0,95,93,43,75,43
8558,10.0,52,47,96,19,76
8559,10.0,74,11,26,44,63
8560,10.0,96,62,98,36,7
8561,10.0,18,59,23,40,25
8562,10.0,44,26,74,47,52
8563,10.0,73,29,76,90,90
8564,10.0,72,68,46,25,25
8565,10.0,83,54,78,86,12
8566,10.0,22,91,70,82,45
8567,10.0,58,49,75,63,45
8568,10.0,29,58,48,15,15
8569,10.0,75,47,24,60,91
8570,10.0,74,14,51,63,45
8571,10.0,67,16,38,20,73
8572,10.0,73,56,23,15,33
8573,10.0,87,4,35,71,24
8574,10.0,16,38,38,80,24
8575,10.0,86,92,14,26,5
8576,10.0,46,6,32,18,65
8577,10.0,70,71,77,8,16
8578,10.0,3,81,43,17,62
8579,10.0,71,78,32,43,86
8580,10.0,78,70,42,94,3
8581,10.0,43,84,44,14,48
8582,10.0,38,97,36,42,96
8583,10.0,22,26,5,86,83
8584,10.0,57,21,17,15,8
8585,10.0,55,39,94,69,83
8586,10.0,18,80,22,74,21
8587,10.0,11,98,40,9,2
8588,10.0,34,63,64,94,28
8589,10.0,25,93,69,62,38
8590,10.0,26,69,91,97,56
8591,10.0,38,41,77,81,38
8592,10.0,98,10,57,74,70
8593,10.0,84,10,56,7,40
8594,10.0,96,42,83,49,39
8595,10.0,16,59,63,4,53
8596,10.0,44,71,34,7,3
8597,10.0,58,22,9,82,79
8598,10.0,73,77,56,16,42
8599,10.0,36,79,6,53,48
8600,10.0,57,86,27,41,34
8601,10.0,55,88,38,22,73
8602,10.0,36,74,70,65,9
8603,10.0,57,13,20,18,89
8604,10.0,39,82,3,16,43
8605,10.0,10,98,89,55,87
8606,10.0,91,64,97,50,14
8607,10.0,23,28,13,81,96
8608,10.0,47,34,55,56,61
8609,10.0,2,40,64,15,12
8610,10.0,25,27,74,31,30
8611,10.0,48,19,80,13,4
8612,10.0,31,13,95,73,27
8613,10.0,29,51,69,96,90
8614,10.0,2,52,30,2,94
8615,10.0,11,27,84,80,31
8616,10.0,97,84,46,4,76
8617,10.0,64,2,40,67,12
8618,10.0,77,61,92,38,32
8619,10.0,48,12,82,37,33
8620,10.0,89,24,13,60,77
8621,10.0,58,77,68,69,52
8622,10.0,12,33,27,67,32
8623,10.0,6,31,44,83,2
8624,10.0,83,97,10,23,57
8625,10.0,81,18,32,72,55
8626,10.0,49,6,12,5,61
8627,10.0,47,85,52,82,68
8628,10.0,84,23,73,98,25
8629,10.0,7,90,66,18,22
8630,10.0,44,61,24,89,24
8631,10.0,95,97,25,16,20
8632,10.0,11,2,25,31,56
8633,10.0,12,17,89,61,92
8634,10.0,86,27,42,83,73
8635,10.0,58,58,71,75,27
8636,10.0,31,52,76,30,39
8637,10.0,49,6,23,26,7
8638,10.0,29,62,79,15,60
8639,10.0,73,44,84,95,96
8640,10.0,64,86,17,29,86
8641,10.0,65,11,97,34,77
8642,10.0,98,82,61,3,73
8643,10.0,60,28,80,65,34
8644,10.0,43,61,8,51,74
8645,10.0,85,28,71,39,6
8646,10.0,37,48,74,80,67
8647,10.0,58,57,61,92,24
8648,10.0,85,64,71,49,59
8649,10.0,3,30,16,96,72
8650,10.0,73,34,96,31,50
8651,10.0,43,76,85,44,33
8652,10.0,37,13,40,70,94
8653,10.0,74,42,90,5,61
8654,10.0,49,44,96,52,30
8655,10.0,28,26,85,20,80
8656,10.0,23,2,19,52,16
8657,10.0,43,34,95,9,35
8658,10.0,69,93,84,16,40
8659,10.0,7,56,45,83,93
8660,10.0,22,38,61,66,27
8661,10.0,57,28,47,16,28
8662,10.0,17,77,21,66,95
8663,10.0,96,59,37,50,5
8664,10.0,7,12,64,96,11
8665,10.0,16,51,58,78,71
8666,10.0,9,50,87,43,79
8667,10.0,50,72,34,53,70
8668,10.0,64,46,65,11,94
8669,10.0,96,46,58,94,84
8670,10.0,7,4,81,43,41
8671,10.0,95,10,54,65,31
8672,10.0,62,74,54,93,25
8673,10.0,52,39,76,89,17
8674,10.0,1,16,89,79,4
8675,10.0,88,27,11,36,44
8676,10.0,67,64,58,23,69
8677,10.0,46,49,78,21,82
8678,10.0,46,9,2,18,95
8679,10.0,40,96,42,9,31
8680,10.0,44,13,33,17,23
8681,10.0,81,50,75,97,80
8682,10.0,78,36,33,74,42
8683,10.0,86,64,76,91,59
8684,10.0,8,6,50,32,49
8685,10.0,58,31,63,94,94
8686,10.0,12,50,36,17,90
8687,10.0,79,31,68,28,25
8688,10.0,62,71,40,29,53
8689,10.0,12,28,75,29,14
8690,10.0,98,5,77,47,46
8691,10.0,44,38,91,81,38
8692,10.0,95,63,16,44,93
8693,10.0,2,17,32,3,69
8694,10.0,31,85,68,66,60
8695,10.0,86,13,67,72,35
8696,10.0,58,18,68,28,40
8697,10.0,48,30,24,11,82
8698,10.0,41,39,50,32,28
8699,10.0,63,33,41,52,87
8700,10.0,68,67,10,82,86
8701,10.0,64,43,49,38,7
8702,10.0,44,47,78,17,27
8703,10.0,45,61,66,42,76
8704,10.0,80,57,49,58,17
8705,10.0,28,63,50,81,36
8706,10.0,7,42,30,80,28
8707,10.0,67,25,84,81,48
8708,10.0,46,94,59,96,51
8709,10.0,10,72,83,8,55
8710,10.0,71,60,75,10,94
8711,10.0,25,36,19,94,47
8712,10.0,34,9,14,3,14
8713,10.0,66,83,3,97,53
8714,10.0,87,97,61,74,27
8715,10.0,25,79,10,90,51
8716,10.0,71,78,88,29,50
8717,10.0,12,12,79,55,34
8718,10.0,68,46,71,45,76
8719,10.0,12,26,30,17,19
8720,10.0,31,23,33,95,70
8721,10.0,1,65,86,37,55
8722,10.0,38,83,42,63,27
8723,10.0,1,43,15,15,16
8724,10.0,91,6,13,73,40
8725,10.0,13,63,27,11,36
8726,10.0,77,90,16,76,94
8727,10.0,12,98,51,54,86
8728,10.0,35,8,41,6,18
8729,10.0,19,34,87,69,2
8730,10.0,9,38,63,88,75
8731,10.0,2,54,29,11,74
8732,10.0,63,47,27,12,28
8733,10.0,61,30,85,4,12
8734,10.0,81,22,12,21,3
8735,10.0,64,86,28,65,14
8736,10.0,48,94,6,35,29
8737,10.0,17,7,7,88,29
8738,10.0,39,76,91,66,26
8739,10.0,80,25,78,76,83
8740,10.0,45,90,10,71,11
8741,10.0,32,25,23,95,30
8742,10.0,88,74,70,29,53
8743,10.0,51,41,15,33,6
8744,10.0,15,20,27,79,94
8745,10.0,80,78,38,50,84
8746,10.0,33,46,18,39,26
8747,10.0,58,83,53,28,45
8748,10.0,72,37,72,91,71
8749,10.0,45,40,78,9,31
8750,10.0,79,77,61,15,4
8751,10.0,74,30,5,72,63
8752,10.0,19,75,50,30,5
8753,10.0,16,22,14,42,32
8754,10.0,81,72,92,14,59
8755,10.0,41,36,8,66,68
8756,10.0,63,2,95,82,57
8757,10.0,59,63,34,49,13
8758,10.0,45,31,83,16,10
8759,10.0,69,66,17,31,75
8760,10.0,34,27,66,58,98
8761,10.0,68,94,49,37,65
8762,10.0,25,72,18,3,28
8763,10.0,77,28,28,93,13
8764,10.0,45,59,80,73,87
8765,10.0,96,70,75,48,56
8766,10.0,13,37,36,60,29
8767,10.0,88,53,17,98,54
8768,10.0,86,7,58,79,4
8769,10.0,69,92,79,24,88
8770,10.0,95,92,3,53,1
8771,10.0,5,41,75,50,9
8772,10.0,6,68,51,90,92
8773,10.0,81,33,25,53,7
8774,10.0,77,21,96,7,44
8775,10.0,86,6,83,10,58
8776,10.0,21,30,25,8,2
8777,10.0,15,19,75,41,84
8778,10.0,7,78,34,87,85
8779,10.0,18,56,71,86,80
8780,10.0,7,53,74,71,20
8781,10.0,39,20,59,68,52
8782,10.0,83,73,87,85,83
8783,10.0,97,57,42,10,61
8784,10.0,41,80,68,8,24
8785,10.0,19,52,35,72,61
8786,10.0,91,5,11,90,74
8787,10.0,50,94,74,88,18
8788,10.0,66,61,81,51,38
8789,10.0,76,38,51,46,95
8790,10.0,47,50,36,59,77
8791,10.0,70,85,2,75,65
8792,10.0,45,80,71,26,92
8793,10.0,76,84,80,62,7
8794,10.0,37,35,51,71,41
8795,10.0,20,3,49,22,98
8796,10.0,72,9,47,30,56
8797,10.0,10,81,28,17,28
8798,10.0,53,23,13,72,3
8799,10.0,47,95,44,75,53
8800,10.0,86,10,44,53,61
8801,10.0,84,20,50,36,72
8802,10.0,79,42,21,35,20
8803,10.0,54,76,44,66,95
8804,10.0,92,29,58,9,40
8805,10.0,52,40,42,4,38
8806,10.0,49,10,69,84,67
8807,10.0,83,84,86,52,76
8808,10.0,94,75,22,34,3
8809,10.0,98,82,47,3,7
8810,10.0,30,55,50,89,47
8811,10.0,57,64,93,4,29
8812,10.0,98,49,79,37,71
8813,10.0,57,71,54,89,89
8814,10.0,32,13,12,76,94
8815,10.0,39,79,93,69,63
8816,10.0,29,9,98,60,28
8817,10.0,51,77,38,76,18
8818,10.0,68,21,97,26,61
8819,10.0,89,65,76,9,36
8820,10.0,63,61,11,85,21
8821,10.0,76,94,44,48,21
8822,10.0,1,15,14,91,86
8823,10.0,22,70,85,72,61
8824,10.0,4,70,54,76,54
8825,10.0,28,81,94,56,37
8826,10.0,66,64,41,92,37
8827,10.0,95,37,63,22,94
8828,10.0,6,41,15,70,56
8829,10.0,74,63,48,28,82
8830,10.0,21,63,62,17,21
8831,10.0,96,4,7,66,35
8832,10.0,42,66,86,71,47
8833,10.0,87,8,1,11,50
8834,10.0,1,26,14,40,28
8835,10.0,86,84,29,22,37
8836,10.0,27,49,90,36,49
8837,10.0,3,22,67,83,12
8838,10.0,73,28,40,66,93
8839,10.0,45,70,29,90,75
8840,10.0,1,12,66,27,40
8841,10.0,45,38,56,43,29
8842,10.0,97,12,80,17,14
8843,10.0,40,32,85,20,83
8844,10.0,79,58,25,17,77
8845,10.0,2,7,9,17,50
8846,10.0,38,57,28,90,98
8847,10.0,27,17,10,56,40
8848,10.0,22,66,40,43,28
8849,10.0,43,83,34,45,30
8850,10.0,84,98,7,24,29
8851,10.0,74,45,57,36,33
8852,10.0,22,40,34,47,76
8853,10.0,58,56,89,96,35
8854,10.0,54,28,89,57,87
8855,10.0,19,30,67,22,89
8856,10.0,8,72,50,48,90
8857,10.0,17,50,11,26,35
8858,10.0,77,51,73,37,54
8859,10.0,63,11,70,46,7
8860,10.0,30,38,48,60,86
8861,10.0,22,10,64,76,38
8862,10.0,5,34,1,11,30
8863,10.0,37,5,93,78,56
8864,10.0,58,26,26,30,76
8865,10.0,67,27,53,44,47
8866,10.0,67,19,50,13,95
8867,10.0,35,51,94,16,50
8868,10.0,24,35,63,56,3
8869,10.0,67,55,13,78,60
8870,10.0,69,86,63,92,12
8871,10.0,89,15,77,92,19
8872,10.0,45,87,93,59,12
8873,10.0,12,92,38,10,7
8874,10.0,45,46,66,4,34
8875,10.0,85,77,7,80,84
8876,10.0,55,92,10,40,97
8877,10.0,96,29,38,79,56
8878,10.0,80,94,61,92,17
8879,10.0,75,92,6,45,34
8880,10.0,36,46,8,22,83
8881,10.0,77,53,67,14,10
8882,10.0,84,53,15,96,41
8883,10.0,72,62,15,6,92
8884,10.0,20,85,91,51,23
8885,10.0,40,43,79,89,38
8886,10.0,79,95,52,43,47
8887,10.0,98,26,52,40,75
8888,10.0,63,25,76,16,49
8889,10.0,82,57,9,3,80
8890,10.0,61,18,93,86,74
8891,10.0,52,69,47,86,46
8892,10.0,71,27,53,7,9
8893,10.0,36,83,49,49,30
8894,10.0,80,67,28,70,8
8895,10.0,35,58,71,83,93
8896,10.0,98,42,7,23,63
8897,10.0,90,89,71,1,44
8898,10.0,86,85,8,75,61
8899,10.0,81,32,22,46,76
8900,10.0,6,94,45,80,29
8901,10.0,5,70,54,86,23
8902,10.0,24,54,5,62,30
8903,10.0,72,78,11,44,60
8904,10.0,53,37,11,26,80
8905,10.0,89,73,67,81,43
8906,10.0,16,84,46,62,74
8907,10.0,47,41,60,62,46
8908,10.0,50,66,49,96,88
8909,10.0,41,23,11,46,48
8910,10.0,27,47,49,65,49
8911,10.0,45,4,33,65,71
8912,10.0,30,98,21,9,25
8913,10.0,83,86,80,1,83
8914,10.0,54,7,18,24,81
8915,10.0,84,78,83,95,18
8916,10.0,64,22,36,78,70
8917,10.0,23,95,69,94,40
8918,10.0,55,79,46,27,89
8919,10.0,35,56,12,94,71
8920,10.0,19,62,97,31,39
8921,10.0,58,38,47,21,84
8922,10.0,67,74,64,21,42
8923,10.0,50,26,21,36,3
8924,10.0,57,48,35,44,97
8925,10.0,32,35,82,49,72
8926,10.0,48,96,5,15,49
8927,10.0,38,18,92,54,97
8928,10.0,70,57,53,8,69
8929,10.0,32,46,84,82,91
8930,10.0,5,79,13,78,38
8931,10.0,60,49,83,2,34
8932,10.0,34,37,3,76,32
8933,10.0,49,89,89,8,84
8934,10.0,67,36,59,45,67
8935,10.0,8,48,20,50,18
8936,10.0,27,84,63,44,46
8937,10.0,11,13,85,83,22
8938,10.0,95,46,7,67,54
8939,10.0,68,63,14,35,15
8940,10.0,2,30,49,89,35
8941,10.0,42,97,21,52,14
8942,10.0,87,89,76,93,95
8943,10.0,16,89,34,59,62
8944,10.0,65,85,83,28,81
8945,10.0,72,6,54,62,64
8946,10.0,70,55,63,49,67
8947,10.0,3,5,71,98,67
8948,10.0,16,95,33,83,61
8949,10.0,57,69,51,88,64
8950,10.0,96,32,37,41,29
8951,10.0,11,54,88,33,4
8952,10.0,80,69,9,95,49
8953,10.0,32,25,2,3,24
8954,10.0,34,83,25,39,4
8955,10.0,12,21,83,11,81
8956,10.0,52,95,17,9,43
8957,10.0,42,9,54,10,42
8958,10.0,51,65,82,6,61
8959,10.0,54,44,3,40,75
8960,10.0,30,93,76,20,79
8961,10.0,46,95,58,17,27
8962,10.0,45,16,2,94,11
8963,10.0,89,84,28,71,47
8964,10.0,22,85,58,78,98
8965,10.0,47,81,54,94,71
8966,10.0,45,37,89,48,63
8967,10.0,30,16,14,22,1
8968,10.0,72,65,28,94,28
8969,10.0,19,20,71,2,90
8970,10.0,43,98,74,86,39
8971,10.0,90,86,79,12,83
8972,10.0,34,27,22,34,34
8973,10.0,59,28,82,69,51
8974,10.0,53,63,17,16,82
8975,10.0,34,63,3,53,14
8976,10.0,15,41,34,74,31
8977,10.0,42,61,83,29,28
8978,10.0,3,66,92,28,93
8979,10.0,88,86,33,24,1
8980,10.0,62,47,79,13,9
8981,10.0,4,3,56,56,72
8982,10.0,96,6,89,88,95
8983,10.0,55,91,16,81,42
8984,10.0,37,47,95,31,70
8985,10.0,72,76,64,7,37
8986,10.0,58,34,66,2,44
8987,10.0,38,43,88,12,65
8988,10.0,7,47,71,80,93
8989,10.0,96,35,51,36,32
8990,10.0,71,12,44,94,62
8991,10.0,10,68,42,97,41
8992,10.0,50,82,63,8,27
8993,10.0,52,6,95,68,94
8994,10.0,1,65,31,97,71
8995,10.0,80,6,90,58,25
8996,10.0,6,59,31,9,8
8997,10.0,6,5,64,6,23
8998,10.0,78,93,82,85,79
8999,10.0,67,26,39,58,34
9000,10.0,34,89,97,85,54
9001,10.0,95,12,94,47,54
9002,10.0,29,65,81,55,93
9003,10.0,97,39,75,78,94
9004,10.0,86,83,69,68,30
9005,10.0,42,37,47,16,38
9006,10.0,74,24,94,38,31
9007,10.0,39,96,91,55,91
9008,10.0,34,32,33,67,93
9009,10.0,63,4,55,4,77
9010,10.0,56,26,98,34,12
9011,10.0,51,68,10,48,16
9012,10.0,78,68,77,42,18
9013,10.0,12,19,37,76,31
9014,10.0,54,32,75,91,82
9015,10.0,64,92,77,92,53
9016,10.0,97,19,68,7,77
9017,10.0,25,1,76,22,36
9018,10.0,7,68,5,52,91
9019,10.0,25,26,81,47,57
9020,10.0,52,67,89,39,91
9021,10.0,57,5,15,10,50
9022,10.0,30,3,23,58,53
9023,10.0,46,47,50,17,74
9024,10.0,76,16,11,15,61
9025,10.0,19,64,77,17,6
9026,10.0,77,27,97,60,81
9027,10.0,94,75,87,36,52
9028,10.0,23,17,7,94,63
9029,10.0,48,61,55,19,85
9030,10.0,15,85,19,34,14
9031,10.0,9,17,61,16,78
9032,10.0,38,96,3,16,95
9033,10.0,68,60,37,90,68
9034,10.0,91,96,57,36,29
9035,10.0,95,11,85,78,7
9036,10.0,75,13,98,90,53
9037,10.0,2,52,17,37,38
9038,10.0,2,97,1,53,80
9039,10.0,41,96,94,6,77
9040,10.0,12,56,65,35,22
9041,10.0,51,85,81,69,76
9042,10.0,65,71,87,6,52
