,demand,p1,p2,p3,p4,p5
29398,10.0,37,74,15,2,77
29399,10.0,25,28,57,59,94
29400,10.0,19,11,12,10,98
29401,10.0,26,35,49,13,9
29402,10.0,98,23,20,80,44
29403,10.0,37,10,77,11,60
29404,10.0,11,47,39,83,63
29405,10.0,28,47,15,7,64
29406,10.0,97,37,66,26,25
29407,10.0,77,19,27,27,59
29408,10.0,32,57,45,74,90
29409,10.0,9,74,46,9,19
29410,10.0,94,32,50,66,3
29411,10.0,29,5,22,37,19
29412,10.0,42,81,93,34,17
29413,10.0,39,22,69,10,73
29414,10.0,19,32,15,20,77
29415,10.0,66,68,48,87,5
29416,10.0,7,69,84,97,32
29417,10.0,52,88,5,5,76
29418,10.0,31,96,81,66,26
29419,10.0,54,60,49,97,30
29420,10.0,6,33,29,46,91
29421,10.0,31,33,98,38,69
29422,10.0,6,30,80,75,35
29423,10.0,29,55,22,72,21
29424,10.0,90,76,97,24,33
29425,10.0,24,29,4,14,19
29426,10.0,82,70,38,15,69
29427,10.0,24,29,69,91,40
29428,10.0,53,50,61,46,92
29429,10.0,43,19,43,13,39
29430,10.0,57,98,38,87,7
29431,10.0,57,63,56,66,98
29432,10.0,7,80,52,21,88
29433,10.0,17,55,1,28,82
29434,10.0,82,17,49,79,91
29435,10.0,58,35,11,4,49
29436,10.0,59,12,34,42,86
29437,10.0,75,17,49,80,56
29438,10.0,28,19,98,52,10
29439,10.0,75,25,70,98,69
29440,10.0,98,59,6,86,65
29441,10.0,14,69,29,60,21
29442,10.0,26,78,59,47,23
29443,10.0,1,74,6,37,85
29444,10.0,45,10,80,80,26
29445,10.0,92,98,35,98,21
29446,10.0,95,72,41,90,15
29447,10.0,69,52,13,88,9
29448,10.0,33,97,57,58,68
29449,10.0,57,39,28,37,56
29450,10.0,42,55,82,18,39
29451,10.0,83,88,62,17,76
29452,10.0,19,30,2,44,35
29453,10.0,44,63,57,30,22
29454,10.0,8,1,48,9,34
29455,10.0,42,96,26,30,78
29456,10.0,17,26,23,28,90
29457,10.0,32,29,38,87,87
29458,10.0,65,56,43,40,47
29459,10.0,85,35,37,66,9
29460,10.0,83,18,89,68,28
29461,10.0,33,80,78,25,47
29462,10.0,48,24,77,59,66
29463,10.0,69,23,70,71,72
29464,10.0,68,41,11,94,19
29465,10.0,10,73,76,83,49
29466,10.0,10,77,87,18,35
29467,10.0,37,59,62,12,55
29468,10.0,83,42,28,6,70
29469,10.0,69,11,76,22,75
29470,10.0,97,62,88,57,62
29471,10.0,88,33,24,30,5
29472,10.0,25,81,18,25,58
29473,10.0,85,51,15,14,49
29474,10.0,67,96,76,26,30
29475,10.0,67,75,67,59,25
29476,10.0,3,88,2,48,62
29477,10.0,52,85,33,50,68
29478,10.0,24,71,75,41,29
29479,10.0,32,32,5,2,55
29480,10.0,82,17,70,70,67
29481,10.0,28,62,7,15,64
29482,10.0,30,6,59,24,63
29483,10.0,3,15,45,48,77
29484,10.0,59,78,66,71,54
29485,10.0,93,94,56,53,65
29486,10.0,84,83,24,18,89
29487,10.0,61,97,94,16,20
29488,10.0,50,78,33,49,57
29489,10.0,62,25,48,20,6
29490,10.0,10,69,36,66,53
29491,10.0,61,34,77,13,79
29492,10.0,66,1,97,96,21
29493,10.0,3,66,69,75,23
29494,10.0,79,45,56,80,34
29495,10.0,51,60,3,28,97
29496,10.0,88,91,47,16,83
29497,10.0,13,90,26,36,67
29498,10.0,90,34,20,26,75
29499,10.0,41,28,72,98,83
29500,10.0,8,63,27,34,66
29501,10.0,57,46,86,55,61
29502,10.0,92,12,63,76,32
29503,10.0,56,68,98,30,44
29504,10.0,46,49,87,49,26
29505,10.0,3,63,16,4,52
29506,10.0,47,90,6,7,8
29507,10.0,98,26,27,56,82
29508,10.0,11,11,35,51,67
29509,10.0,58,91,54,82,44
29510,10.0,68,10,5,35,97
29511,10.0,55,48,56,84,22
29512,10.0,53,15,26,80,43
29513,10.0,18,95,85,87,96
29514,10.0,37,23,48,3,18
29515,10.0,40,61,3,31,57
29516,10.0,60,30,50,38,41
29517,10.0,42,92,37,53,65
29518,10.0,79,20,58,2,84
29519,10.0,60,22,11,18,65
29520,10.0,71,16,63,8,8
29521,10.0,96,13,37,61,2
29522,10.0,98,26,45,76,80
29523,10.0,48,28,89,15,5
29524,10.0,90,32,17,64,86
29525,10.0,4,26,76,69,23
29526,10.0,38,20,54,84,4
29527,10.0,10,62,12,31,43
29528,10.0,27,40,97,12,95
29529,10.0,82,3,1,42,78
29530,10.0,15,91,30,66,56
29531,10.0,72,69,45,27,16
29532,10.0,7,34,45,77,42
29533,10.0,59,57,46,93,35
29534,10.0,41,20,59,67,84
29535,10.0,90,69,26,23,68
29536,10.0,29,19,47,67,93
29537,10.0,17,81,60,19,58
29538,10.0,75,31,84,77,16
29539,10.0,40,19,26,76,11
29540,10.0,62,93,18,41,3
29541,10.0,47,3,13,50,48
29542,10.0,77,9,79,81,44
29543,10.0,28,59,7,33,43
29544,10.0,70,2,56,72,46
29545,10.0,60,39,63,93,95
29546,10.0,23,33,71,74,26
29547,10.0,68,81,68,25,74
29548,10.0,92,57,17,11,39
29549,10.0,45,20,53,38,41
29550,10.0,33,42,39,4,81
29551,10.0,46,77,62,94,76
29552,10.0,39,51,93,25,13
29553,10.0,76,87,11,70,32
29554,10.0,83,56,85,84,90
29555,10.0,49,66,47,65,30
29556,10.0,39,51,82,89,37
29557,10.0,72,31,70,95,65
29558,10.0,96,11,4,12,26
29559,10.0,49,14,54,45,24
29560,10.0,67,68,89,48,92
29561,10.0,1,62,87,36,28
29562,10.0,27,95,3,86,74
29563,10.0,70,85,23,45,58
29564,10.0,7,33,70,14,80
29565,10.0,6,65,53,81,79
29566,10.0,29,75,75,41,2
29567,10.0,30,88,34,91,26
29568,10.0,86,22,45,48,74
29569,10.0,40,79,2,18,58
29570,10.0,38,78,97,88,69
29571,10.0,48,4,3,17,56
29572,10.0,71,38,14,4,90
29573,10.0,15,70,9,24,17
29574,10.0,88,64,87,89,49
29575,10.0,61,6,34,74,41
29576,10.0,61,29,37,49,56
29577,10.0,12,9,55,24,48
29578,10.0,62,88,66,51,65
29579,10.0,24,29,82,15,81
29580,10.0,71,45,39,98,31
29581,10.0,60,75,93,30,62
29582,10.0,94,16,24,48,9
29583,10.0,55,12,57,62,28
29584,10.0,98,89,77,81,93
29585,10.0,62,5,53,7,27
29586,10.0,66,57,35,88,45
29587,10.0,29,66,86,8,65
29588,10.0,42,52,52,35,82
29589,10.0,23,41,29,32,6
29590,10.0,67,73,32,1,44
29591,10.0,21,11,81,66,46
29592,10.0,90,48,35,76,77
29593,10.0,91,75,83,90,35
29594,10.0,77,14,61,7,93
29595,10.0,31,87,30,47,54
29596,10.0,93,88,62,13,91
29597,10.0,54,18,35,5,27
29598,10.0,3,56,1,84,88
29599,10.0,85,14,19,42,77
29600,10.0,48,54,4,4,44
29601,10.0,68,23,86,65,78
29602,10.0,44,91,41,25,16
29603,10.0,30,52,20,67,9
29604,10.0,47,26,1,16,41
29605,10.0,89,76,72,10,18
29606,10.0,64,90,98,72,27
29607,10.0,2,47,92,30,70
29608,10.0,24,29,43,19,34
29609,10.0,87,67,48,67,24
29610,10.0,18,1,74,80,57
29611,10.0,79,8,98,76,27
29612,10.0,57,84,85,96,68
29613,10.0,9,42,32,35,3
29614,10.0,82,52,70,63,2
29615,10.0,48,19,22,35,87
29616,10.0,85,41,36,37,24
29617,10.0,93,61,5,58,21
29618,10.0,47,31,5,63,57
29619,10.0,86,40,14,55,62
29620,10.0,64,29,63,35,3
29621,10.0,87,97,28,40,26
29622,10.0,57,14,91,37,23
29623,10.0,92,46,72,94,59
29624,10.0,22,80,53,15,58
29625,10.0,41,8,31,90,81
29626,10.0,90,73,60,10,21
29627,10.0,46,93,63,91,34
29628,10.0,2,54,59,78,25
29629,10.0,1,88,35,98,8
29630,10.0,13,9,60,56,51
29631,10.0,13,77,20,56,66
29632,10.0,58,10,51,2,10
29633,10.0,37,14,97,93,33
29634,10.0,83,68,18,55,75
29635,10.0,72,91,77,90,80
29636,10.0,4,66,63,90,29
29637,10.0,40,73,48,59,70
29638,10.0,57,95,97,60,40
29639,10.0,69,91,17,59,41
29640,10.0,56,18,20,40,75
29641,10.0,33,27,70,7,37
29642,10.0,41,44,57,85,54
29643,10.0,15,13,64,91,80
29644,10.0,8,66,93,91,48
29645,10.0,43,58,1,55,36
29646,10.0,16,97,85,29,80
29647,10.0,69,63,23,84,6
29648,10.0,76,18,84,75,75
29649,10.0,31,10,27,39,92
29650,10.0,27,79,53,98,22
29651,10.0,39,33,35,21,55
29652,10.0,46,71,17,73,5
29653,10.0,19,59,92,63,35
29654,10.0,15,24,43,97,5
29655,10.0,52,93,11,90,69
29656,10.0,45,44,40,30,61
29657,10.0,18,49,10,63,68
29658,10.0,85,11,76,89,32
29659,10.0,27,56,97,8,63
29660,10.0,16,31,90,80,29
29661,10.0,48,77,58,66,32
29662,10.0,1,16,50,21,55
29663,10.0,70,66,53,89,78
29664,10.0,23,27,8,81,94
29665,10.0,98,40,72,54,12
29666,10.0,80,98,6,46,30
29667,10.0,82,61,45,21,74
29668,10.0,49,24,89,2,68
29669,10.0,2,50,43,8,10
29670,10.0,67,25,29,2,95
29671,10.0,48,25,93,75,66
29672,10.0,67,39,47,78,13
29673,10.0,11,46,98,95,96
29674,10.0,68,94,9,22,5
29675,10.0,54,17,66,22,12
29676,10.0,13,29,67,62,23
29677,10.0,45,63,32,25,34
29678,10.0,84,45,96,11,90
29679,10.0,13,16,74,13,33
29680,10.0,28,47,11,22,71
29681,10.0,65,54,40,44,63
29682,10.0,50,33,35,93,65
29683,10.0,4,33,61,7,41
29684,10.0,3,3,24,91,2
29685,10.0,60,87,46,20,64
29686,10.0,92,66,13,56,11
29687,10.0,93,9,46,78,65
29688,10.0,26,20,10,20,84
29689,10.0,11,44,69,73,44
29690,10.0,33,12,66,44,6
29691,10.0,31,91,23,61,69
29692,10.0,76,49,7,86,87
29693,10.0,42,10,89,78,61
29694,10.0,90,49,82,22,36
29695,10.0,85,12,28,34,28
29696,10.0,71,88,33,50,28
29697,10.0,83,10,76,69,5
29698,10.0,70,21,90,34,58
29699,10.0,63,56,73,25,66
29700,10.0,13,92,71,97,91
29701,10.0,26,80,90,75,86
29702,10.0,93,41,52,60,97
29703,10.0,91,20,51,14,73
29704,10.0,19,38,46,16,97
29705,10.0,84,69,86,65,37
29706,10.0,9,57,97,32,80
29707,10.0,83,26,66,96,55
29708,10.0,96,37,47,4,30
29709,10.0,31,21,62,3,58
29710,10.0,62,14,86,52,26
29711,10.0,47,16,42,49,57
29712,10.0,83,37,24,36,60
29713,10.0,3,43,13,42,55
29714,10.0,73,40,5,52,73
29715,10.0,81,88,97,44,61
29716,10.0,40,30,15,56,30
29717,10.0,97,71,44,43,53
29718,10.0,50,2,98,86,78
29719,10.0,48,16,27,90,25
29720,10.0,31,15,5,43,90
29721,10.0,53,41,88,65,75
29722,10.0,25,72,8,67,21
29723,10.0,5,3,82,71,54
29724,10.0,70,90,4,55,26
29725,10.0,17,18,32,78,74
29726,10.0,74,57,85,46,54
29727,10.0,93,76,35,7,83
29728,10.0,65,19,29,15,7
29729,10.0,64,76,14,38,26
29730,10.0,16,1,45,27,86
29731,10.0,37,21,29,50,86
29732,10.0,38,47,84,87,51
29733,10.0,93,87,41,98,59
29734,10.0,69,58,97,84,33
29735,10.0,26,74,74,81,89
29736,10.0,65,30,12,49,30
29737,10.0,35,95,71,5,64
29738,10.0,5,88,20,58,47
29739,10.0,12,4,87,28,94
29740,10.0,90,34,41,32,86
29741,10.0,18,79,7,23,19
29742,10.0,49,89,65,40,7
29743,10.0,24,46,50,29,90
29744,10.0,19,80,30,96,50
29745,10.0,22,69,2,88,86
29746,10.0,32,8,50,33,83
29747,10.0,47,54,40,68,38
29748,10.0,81,88,82,96,46
29749,10.0,65,59,56,38,49
29750,10.0,10,88,88,58,46
29751,10.0,52,34,77,7,64
29752,10.0,46,16,19,2,34
29753,10.0,73,64,79,84,68
29754,10.0,32,85,98,2,80
29755,10.0,74,89,75,34,68
29756,10.0,88,3,5,96,23
29757,10.0,26,18,90,49,3
29758,10.0,79,93,41,34,36
29759,10.0,46,84,2,89,34
29760,10.0,66,27,24,41,74
29761,10.0,35,91,25,14,79
29762,10.0,76,46,20,51,30
29763,10.0,98,77,21,19,5
29764,10.0,81,71,84,46,4
29765,10.0,11,1,67,75,48
29766,10.0,59,40,7,32,42
29767,10.0,8,97,79,80,52
29768,10.0,37,85,88,1,97
29769,10.0,19,62,11,8,48
29770,10.0,73,15,88,72,73
29771,10.0,32,27,42,74,62
29772,10.0,65,98,92,7,2
29773,10.0,81,73,17,95,45
29774,10.0,45,37,1,47,64
29775,10.0,4,5,50,26,21
29776,10.0,68,4,82,11,50
29777,10.0,73,35,5,63,64
29778,10.0,98,17,49,32,6
29779,10.0,1,43,57,10,98
29780,10.0,43,83,72,32,79
29781,10.0,57,36,10,17,3
29782,10.0,94,15,7,36,49
29783,10.0,74,52,80,2,58
29784,10.0,29,7,5,27,14
29785,10.0,15,75,3,29,66
29786,10.0,82,33,39,52,24
29787,10.0,84,67,38,60,62
29788,10.0,50,1,6,38,57
29789,10.0,51,19,73,65,6
29790,10.0,78,63,43,78,38
29791,10.0,93,56,40,61,85
29792,10.0,2,90,10,1,87
29793,10.0,13,31,41,64,48
29794,10.0,98,55,5,41,60
29795,10.0,13,14,45,62,19
29796,10.0,78,18,93,23,18
29797,10.0,28,62,60,47,16
29798,10.0,58,96,61,32,37
29799,10.0,93,4,55,44,17
29800,10.0,18,68,48,55,35
29801,10.0,76,69,17,65,50
29802,10.0,33,4,54,69,1
29803,10.0,47,7,94,51,37
29804,10.0,93,44,53,30,36
29805,10.0,3,28,63,32,55
29806,10.0,22,70,34,71,12
29807,10.0,46,59,34,98,32
29808,10.0,53,57,94,65,35
29809,10.0,94,2,45,5,18
29810,10.0,17,1,87,90,88
29811,10.0,2,50,85,58,48
29812,10.0,24,86,81,21,7
29813,10.0,31,69,93,12,85
29814,10.0,38,89,51,11,62
29815,10.0,75,57,9,27,47
29816,10.0,48,24,19,24,59
29817,10.0,30,58,37,17,74
29818,10.0,72,83,14,89,53
29819,10.0,18,93,53,91,22
29820,10.0,29,62,44,2,91
29821,10.0,56,86,22,9,80
29822,10.0,69,52,47,9,25
29823,10.0,68,65,73,53,94
29824,10.0,54,73,53,24,35
29825,10.0,78,55,96,4,71
29826,10.0,11,10,43,51,72
29827,10.0,48,72,58,81,2
29828,10.0,5,49,62,37,86
29829,10.0,15,97,53,25,30
29830,10.0,80,74,8,18,69
29831,10.0,89,18,74,91,65
29832,10.0,52,77,62,32,29
29833,10.0,31,36,58,52,37
29834,10.0,51,68,21,27,13
29835,10.0,75,70,21,75,73
29836,10.0,19,2,35,85,92
29837,10.0,68,29,92,32,87
29838,10.0,20,34,63,49,22
29839,10.0,96,88,69,84,8
29840,10.0,47,76,65,7,94
29841,10.0,40,92,76,23,97
29842,10.0,65,93,90,49,65
29843,10.0,63,1,86,74,17
29844,10.0,66,32,68,35,34
29845,10.0,34,64,80,85,94
29846,10.0,96,57,15,24,87
29847,10.0,95,5,54,68,24
29848,10.0,35,80,22,51,59
29849,10.0,34,74,41,80,75
29850,10.0,83,24,70,31,76
29851,10.0,65,82,65,86,28
29852,10.0,98,44,98,18,15
29853,10.0,69,73,53,35,76
29854,10.0,11,73,81,7,40
29855,10.0,69,10,64,62,70
29856,10.0,40,93,37,33,85
29857,10.0,31,31,64,65,58
29858,10.0,98,15,86,12,14
29859,10.0,26,29,81,74,47
29860,10.0,65,56,24,21,37
29861,10.0,89,51,94,67,51
29862,10.0,95,80,88,63,91
29863,10.0,60,98,17,84,23
29864,10.0,77,85,76,16,72
29865,10.0,93,94,86,60,35
29866,10.0,82,30,21,92,76
29867,10.0,58,33,97,21,32
29868,10.0,45,21,44,66,28
29869,10.0,53,8,35,91,92
29870,10.0,25,22,21,72,91
29871,10.0,34,56,5,35,85
29872,10.0,55,71,92,91,23
29873,10.0,63,63,1,80,10
29874,10.0,8,81,68,9,35
29875,10.0,86,1,76,10,83
29876,10.0,31,16,30,75,50
29877,10.0,39,26,58,1,34
29878,10.0,89,3,17,83,16
29879,10.0,14,14,84,50,82
29880,10.0,39,30,11,48,45
29881,10.0,87,69,98,68,28
29882,10.0,56,6,66,50,28
29883,10.0,73,29,74,75,36
29884,10.0,66,17,80,11,34
29885,10.0,25,32,8,29,98
29886,10.0,49,26,93,55,60
29887,10.0,11,11,25,70,83
29888,10.0,52,10,56,95,93
29889,10.0,48,38,56,81,11
29890,10.0,73,74,39,35,77
29891,10.0,3,18,15,41,65
29892,10.0,8,43,20,54,29
29893,10.0,10,61,71,12,5
29894,10.0,69,72,53,14,64
29895,10.0,34,20,56,54,88
29896,10.0,94,74,75,93,7
29897,10.0,42,25,22,46,20
29898,10.0,48,41,7,60,9
29899,10.0,73,92,75,68,68
29900,10.0,8,11,96,89,11
29901,10.0,49,79,31,35,59
29902,10.0,94,7,47,81,74
29903,10.0,66,54,13,26,49
29904,10.0,38,41,75,21,1
29905,10.0,87,34,87,14,87
29906,10.0,41,30,1,33,17
29907,10.0,52,46,67,2,44
29908,10.0,3,54,9,45,15
29909,10.0,52,34,32,50,15
29910,10.0,63,34,23,95,3
29911,10.0,21,36,68,69,16
29912,10.0,38,24,21,3,6
29913,10.0,59,67,33,86,33
29914,10.0,5,39,16,1,50
29915,10.0,95,93,22,70,75
29916,10.0,71,62,50,30,33
29917,10.0,49,22,88,42,36
29918,10.0,96,48,56,10,30
29919,10.0,64,27,40,69,31
29920,10.0,83,83,76,50,57
29921,10.0,87,17,46,18,18
29922,10.0,88,29,11,31,88
29923,10.0,19,44,16,61,12
29924,10.0,86,51,12,90,25
29925,10.0,79,56,27,69,51
29926,10.0,83,36,24,90,96
29927,10.0,23,15,1,4,36
29928,10.0,21,42,40,81,44
29929,10.0,63,39,86,13,4
29930,10.0,53,29,48,54,16
29931,10.0,42,96,51,42,8
29932,10.0,6,83,75,44,87
29933,10.0,29,66,20,89,48
29934,10.0,72,18,24,60,27
29935,10.0,71,56,88,86,61
29936,10.0,52,81,48,25,20
29937,10.0,54,52,39,21,71
29938,10.0,13,20,89,3,69
29939,10.0,60,83,23,77,63
29940,10.0,95,77,24,48,77
29941,10.0,15,19,72,24,38
29942,10.0,83,92,11,81,68
29943,10.0,70,50,15,73,75
29944,10.0,81,93,49,66,78
29945,10.0,44,74,96,72,47
29946,10.0,40,68,24,70,4
29947,10.0,33,20,48,62,54
29948,10.0,86,26,60,8,44
29949,10.0,81,14,21,73,37
29950,10.0,8,71,59,83,45
29951,10.0,96,49,90,6,62
29952,10.0,12,56,68,97,87
29953,10.0,69,7,10,2,66
29954,10.0,79,18,86,89,25
29955,10.0,40,63,75,94,46
29956,10.0,21,11,30,5,59
29957,10.0,56,98,43,65,4
29958,10.0,76,93,75,45,41
29959,10.0,49,56,16,40,54
29960,10.0,3,42,54,50,24
29961,10.0,36,26,13,92,36
29962,10.0,73,5,93,96,1
29963,10.0,43,71,46,44,79
29964,10.0,17,70,24,12,97
29965,10.0,67,32,40,75,4
29966,10.0,47,29,34,59,30
29967,10.0,24,3,30,24,2
29968,10.0,32,18,34,3,35
29969,10.0,76,90,30,66,84
29970,10.0,78,80,53,28,37
29971,10.0,81,94,15,54,80
29972,10.0,35,42,23,98,70
29973,10.0,31,21,23,53,65
29974,10.0,18,22,47,73,54
29975,10.0,56,46,92,13,64
29976,10.0,14,94,22,20,80
29977,10.0,71,42,42,93,34
29978,10.0,49,60,78,17,52
29979,10.0,74,7,77,76,14
29980,10.0,47,27,17,4,57
29981,10.0,79,27,9,26,77
29982,10.0,81,36,2,15,57
29983,10.0,61,44,36,66,89
29984,10.0,57,61,43,35,58
29985,10.0,73,65,15,78,27
29986,10.0,79,68,16,71,37
29987,10.0,92,75,30,51,11
29988,10.0,48,29,40,67,71
29989,10.0,51,49,57,13,96
29990,10.0,9,38,6,50,64
29991,10.0,51,89,59,86,30
29992,10.0,3,85,25,66,15
29993,10.0,52,74,13,25,68
29994,10.0,58,24,79,85,10
29995,10.0,33,90,5,39,95
29996,10.0,61,80,21,23,62
29997,10.0,94,32,65,14,35
29998,10.0,76,42,15,10,96
29999,10.0,18,32,85,88,72
30000,10.0,58,91,15,31,50
30001,10.0,92,9,33,39,2
30002,10.0,68,61,78,14,70
30003,10.0,78,73,52,41,33
30004,10.0,31,90,20,95,47
30005,10.0,89,63,38,78,54
30006,10.0,24,26,4,85,7
30007,10.0,61,11,15,71,59
30008,10.0,42,16,24,96,22
30009,10.0,98,25,17,92,33
30010,10.0,66,16,16,73,22
30011,10.0,98,48,63,36,75
30012,10.0,95,21,47,74,81
30013,10.0,89,76,52,39,98
30014,10.0,90,40,71,34,11
30015,10.0,89,68,64,68,95
30016,10.0,61,91,41,75,60
30017,10.0,46,49,35,21,70
30018,10.0,70,65,3,11,34
30019,10.0,72,21,38,49,42
30020,10.0,5,15,55,30,70
30021,10.0,36,87,54,44,94
30022,10.0,16,10,53,25,79
30023,10.0,96,20,57,42,78
30024,10.0,44,7,7,38,81
30025,10.0,59,39,88,17,90
30026,10.0,85,5,6,39,93
30027,10.0,37,68,60,57,72
30028,10.0,68,85,1,6,47
30029,10.0,41,65,1,7,63
30030,10.0,38,39,40,61,84
30031,10.0,55,85,5,16,69
30032,10.0,97,54,12,79,71
30033,10.0,59,47,52,10,75
30034,10.0,3,82,12,70,2
30035,10.0,82,81,47,28,64
30036,10.0,2,59,40,18,60
30037,10.0,47,30,83,26,73
30038,10.0,89,7,46,51,29
30039,10.0,33,70,12,46,5
30040,10.0,48,85,18,78,64
30041,10.0,94,62,51,74,44
30042,10.0,28,90,21,39,44
30043,10.0,18,30,82,57,83
30044,10.0,60,6,69,38,26
30045,10.0,4,11,55,45,27
30046,10.0,88,96,56,28,88
30047,10.0,96,28,91,14,79
30048,10.0,28,91,35,88,40
30049,10.0,84,94,40,8,89
30050,10.0,89,86,36,68,70
30051,10.0,97,70,90,75,79
30052,10.0,45,95,70,7,13
30053,10.0,22,60,21,95,1
30054,10.0,41,76,16,68,25
30055,10.0,35,98,35,50,61
30056,10.0,39,36,35,14,32
30057,10.0,48,43,67,50,21
30058,10.0,59,94,29,37,39
30059,10.0,63,26,88,63,55
30060,10.0,70,4,48,12,14
30061,10.0,13,35,96,73,51
30062,10.0,18,19,64,94,51
30063,10.0,4,87,8,68,31
30064,10.0,59,48,92,67,3
30065,10.0,24,2,84,43,7
30066,10.0,70,97,11,92,39
30067,10.0,50,34,44,49,14
30068,10.0,18,61,28,2,88
30069,10.0,55,27,15,72,87
30070,10.0,36,74,9,10,33
30071,10.0,6,3,60,63,19
30072,10.0,20,78,71,38,25
30073,10.0,53,14,26,53,13
30074,10.0,11,81,76,62,34
30075,10.0,28,84,76,30,72
30076,10.0,93,82,26,62,37
30077,10.0,88,68,61,11,9
30078,10.0,41,19,27,47,1
30079,10.0,14,48,68,12,68
30080,10.0,82,17,39,88,92
30081,10.0,38,31,83,67,6
30082,10.0,98,11,87,41,5
30083,10.0,81,39,61,81,36
30084,10.0,94,76,63,90,36
30085,10.0,24,73,82,7,65
30086,10.0,52,60,76,62,14
30087,10.0,51,7,80,63,36
30088,10.0,72,34,15,65,79
30089,10.0,39,70,6,64,86
30090,10.0,77,77,76,81,49
30091,10.0,60,63,27,23,4
30092,10.0,20,5,94,84,70
30093,10.0,72,9,66,79,34
30094,10.0,91,19,57,49,53
30095,10.0,81,96,41,55,31
30096,10.0,9,24,41,87,41
30097,10.0,10,30,80,32,72
30098,10.0,96,42,34,31,6
30099,10.0,60,72,63,23,54
30100,10.0,17,32,28,36,22
30101,10.0,80,97,2,69,96
30102,10.0,41,67,69,81,13
30103,10.0,87,88,65,24,30
30104,10.0,48,55,21,18,6
30105,10.0,27,7,24,40,60
30106,10.0,49,82,72,18,13
30107,10.0,63,21,48,8,90
30108,10.0,87,67,97,4,68
30109,10.0,49,84,44,48,48
30110,10.0,83,70,32,58,32
30111,10.0,63,28,62,67,41
30112,10.0,82,51,43,6,3
30113,10.0,73,44,41,67,28
30114,10.0,16,79,79,13,76
30115,10.0,26,7,49,75,91
30116,10.0,26,47,13,40,52
30117,10.0,48,33,27,84,50
30118,10.0,62,89,67,92,70
30119,10.0,51,88,51,11,97
30120,10.0,6,68,91,26,74
30121,10.0,28,83,96,5,59
30122,10.0,66,16,18,4,31
30123,10.0,85,14,29,67,84
30124,10.0,20,64,32,1,34
30125,10.0,82,88,63,45,38
30126,10.0,51,8,15,60,75
30127,10.0,54,1,10,24,92
30128,10.0,14,61,31,48,81
30129,10.0,38,43,36,32,17
30130,10.0,8,4,6,23,50
30131,10.0,50,7,12,44,1
30132,10.0,27,66,95,80,88
30133,10.0,62,45,1,13,1
30134,10.0,74,26,55,61,34
30135,10.0,19,41,86,25,53
30136,10.0,9,71,58,98,50
30137,10.0,67,82,91,75,74
30138,10.0,91,4,93,38,57
30139,10.0,48,36,90,55,37
30140,10.0,3,77,30,67,30
30141,10.0,36,95,4,44,77
30142,10.0,53,61,90,66,12
30143,10.0,13,49,5,81,57
30144,10.0,29,41,96,81,40
30145,10.0,85,36,62,4,43
30146,10.0,18,55,43,98,18
30147,10.0,45,59,19,16,68
30148,10.0,91,89,77,22,31
30149,10.0,43,52,65,86,68
30150,10.0,12,79,30,78,5
30151,10.0,33,82,40,47,5
30152,10.0,88,69,40,9,56
30153,10.0,61,59,49,51,23
30154,10.0,45,63,17,33,91
30155,10.0,88,86,35,27,63
30156,10.0,60,78,74,30,1
30157,10.0,5,95,31,81,78
30158,10.0,17,8,35,91,39
30159,10.0,80,52,49,42,92
30160,10.0,81,79,37,48,81
30161,10.0,59,37,95,88,56
30162,10.0,40,23,33,50,74
30163,10.0,32,25,4,71,64
30164,10.0,89,70,47,7,78
30165,10.0,18,32,89,18,45
30166,10.0,25,94,89,10,85
30167,10.0,46,54,74,37,40
30168,10.0,64,13,50,87,50
30169,10.0,53,53,6,27,23
30170,10.0,91,82,23,32,18
30171,10.0,82,55,95,64,97
30172,10.0,23,83,30,24,64
30173,10.0,57,59,52,24,22
30174,10.0,76,69,17,65,66
30175,10.0,69,75,60,73,65
30176,10.0,26,51,45,44,51
30177,10.0,40,31,12,11,89
30178,10.0,55,69,11,71,85
30179,10.0,83,11,2,9,85
30180,10.0,47,63,42,45,54
30181,10.0,35,64,83,41,83
30182,10.0,25,74,20,37,2
30183,10.0,69,37,37,16,83
30184,10.0,16,25,27,87,78
30185,10.0,13,33,11,19,65
30186,10.0,39,63,45,2,40
30187,10.0,49,9,25,86,44
30188,10.0,98,73,66,55,67
30189,10.0,16,58,35,24,12
30190,10.0,68,15,65,34,38
30191,10.0,94,78,4,5,81
30192,10.0,56,45,49,30,95
30193,10.0,89,74,95,35,91
30194,10.0,48,76,78,46,73
30195,10.0,82,21,24,51,49
30196,10.0,93,58,4,51,23
30197,10.0,25,5,60,30,38
30198,10.0,24,89,87,57,38
30199,10.0,67,60,71,89,74
30200,10.0,72,67,22,17,97
30201,10.0,12,87,11,70,92
30202,10.0,6,71,21,83,94
30203,10.0,28,66,67,83,77
30204,10.0,90,61,80,46,17
30205,10.0,6,93,15,24,91
30206,10.0,28,7,36,21,5
30207,10.0,32,75,28,54,32
30208,10.0,21,48,78,85,1
30209,10.0,18,34,35,56,50
30210,10.0,56,85,1,89,11
30211,10.0,33,70,24,57,14
30212,10.0,28,63,25,32,94
30213,10.0,62,72,45,26,69
30214,10.0,15,8,87,29,44
30215,10.0,71,74,65,79,89
30216,10.0,90,59,63,34,76
30217,10.0,52,4,95,94,81
30218,10.0,54,26,42,24,20
30219,10.0,10,71,19,80,6
