,demand,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
10993,10.0,53,20,71,24,4,12,58,82,8,31
10994,10.0,20,61,78,3,94,33,58,21,89,85
10995,10.0,14,23,69,70,27,16,8,9,4,57
10996,10.0,57,10,77,10,3,15,70,25,3,68
10997,10.0,47,33,8,90,58,71,3,79,84,82
10998,10.0,88,46,86,96,48,91,70,42,67,96
10999,10.0,30,40,18,46,2,81,50,19,29,3
11000,10.0,5,32,32,49,79,83,64,68,86,25
11001,10.0,11,84,87,53,77,37,72,91,76,44
11002,10.0,94,15,16,43,65,8,11,25,81,36
11003,10.0,58,7,64,68,37,19,31,72,55,74
11004,10.0,33,59,65,15,35,84,89,54,6,2
11005,10.0,44,64,39,66,32,68,10,79,81,57
11006,10.0,63,55,61,89,66,54,33,40,40,19
11007,10.0,27,39,78,52,56,67,16,64,11,18
11008,10.0,58,2,74,84,48,84,34,97,77,98
11009,10.0,65,69,88,95,98,67,69,16,16,16
11010,10.0,35,7,40,66,13,83,90,55,26,28
11011,10.0,67,81,93,21,67,96,41,9,33,91
11012,10.0,87,29,22,58,58,65,56,45,48,67
11013,10.0,24,71,43,12,71,54,93,55,15,70
11014,10.0,12,74,67,40,82,19,6,69,95,55
11015,10.0,87,11,75,82,6,93,62,32,62,96
11016,10.0,18,19,67,77,70,79,30,23,35,96
11017,10.0,37,84,5,26,44,81,80,2,38,61
11018,10.0,33,79,26,69,73,50,35,17,92,14
11019,10.0,98,93,33,41,42,88,89,86,18,87
11020,10.0,86,78,90,91,96,2,73,70,21,94
11021,10.0,73,12,68,78,12,24,40,22,82,53
11022,10.0,79,56,87,5,73,30,43,76,49,97
11023,10.0,37,8,13,48,12,95,16,59,42,47
11024,10.0,60,86,40,64,93,44,29,85,75,40
11025,10.0,19,66,67,59,22,11,75,55,28,98
11026,10.0,43,38,78,53,75,9,30,98,25,81
11027,10.0,89,1,40,31,83,84,66,18,53,44
11028,10.0,18,87,67,93,91,83,37,37,35,3
11029,10.0,63,14,42,61,77,43,84,63,21,78
11030,10.0,59,10,19,61,76,10,28,66,98,84
11031,10.0,26,83,11,47,79,39,53,62,2,18
11032,10.0,36,31,19,37,68,19,64,28,62,63
11033,10.0,44,14,87,25,79,36,94,12,82,9
11034,10.0,6,86,54,90,39,70,67,34,43,35
11035,10.0,28,20,2,44,65,63,6,98,43,91
11036,10.0,45,57,61,60,68,8,89,33,96,51
11037,10.0,97,32,80,34,6,47,82,75,86,38
11038,10.0,95,67,39,46,38,43,21,63,6,30
11039,10.0,90,19,97,57,77,14,65,63,72,98
11040,10.0,88,20,26,83,42,23,26,30,25,47
11041,10.0,76,56,38,10,7,68,78,91,2,10
11042,10.0,88,74,72,9,92,3,93,54,38,76
11043,10.0,66,17,34,72,69,83,37,35,25,8
11044,10.0,84,14,48,14,26,36,23,35,5,29
11045,10.0,78,17,70,79,15,50,41,35,85,43
11046,10.0,90,32,10,27,58,45,31,84,54,61
11047,10.0,51,47,47,10,39,74,91,85,68,71
11048,10.0,10,54,38,22,49,98,64,66,85,91
11049,10.0,12,59,86,75,32,67,77,20,90,46
11050,10.0,39,60,45,43,23,26,2,27,56,8
11051,10.0,70,23,16,87,61,64,27,78,62,47
11052,10.0,83,71,91,39,43,9,63,49,38,37
11053,10.0,73,27,53,28,66,67,30,27,61,89
11054,10.0,56,46,34,84,18,26,70,7,88,57
11055,10.0,81,42,73,6,5,94,90,59,5,23
11056,10.0,15,93,55,90,65,18,7,15,47,15
11057,10.0,97,66,83,92,31,12,58,94,79,74
11058,10.0,51,2,29,63,88,82,79,49,51,41
11059,10.0,5,47,75,91,8,43,31,25,77,77
11060,10.0,29,47,55,87,36,60,89,49,70,51
11061,10.0,80,51,49,78,78,20,75,93,75,76
11062,10.0,57,65,51,82,53,11,61,77,20,33
11063,10.0,6,98,90,39,65,77,83,34,80,64
11064,10.0,9,20,98,41,81,90,43,87,65,38
11065,10.0,96,64,9,89,25,86,11,7,49,24
11066,10.0,60,20,62,21,68,38,49,71,22,82
11067,10.0,10,60,76,38,94,25,91,19,60,97
11068,10.0,78,91,33,86,53,83,34,14,38,56
11069,10.0,6,89,93,48,80,37,53,20,39,50
11070,10.0,97,83,81,40,95,18,59,41,16,56
11071,10.0,6,41,63,13,87,41,24,6,48,14
11072,10.0,22,8,61,20,81,72,58,31,64,44
11073,10.0,41,30,9,12,81,39,84,9,59,67
11074,10.0,63,79,83,64,68,10,79,54,11,53
11075,10.0,94,46,82,54,48,9,86,49,30,86
11076,10.0,19,64,48,6,62,71,55,53,35,44
11077,10.0,65,49,67,91,43,85,62,29,55,63
11078,10.0,92,48,89,5,55,23,90,87,31,91
11079,10.0,35,29,85,55,8,8,27,82,21,1
11080,10.0,25,75,74,68,78,2,66,16,23,98
11081,10.0,62,44,82,37,67,32,63,21,20,95
11082,10.0,82,47,17,13,20,67,6,21,48,13
11083,10.0,72,27,17,82,8,52,77,66,76,22
11084,10.0,65,19,43,77,26,75,37,50,61,33
11085,10.0,30,22,49,23,95,81,58,93,18,98
11086,10.0,62,45,46,89,41,84,68,37,57,16
11087,10.0,94,92,70,38,22,59,43,21,68,33
11088,10.0,68,2,77,48,29,45,30,80,15,95
11089,10.0,65,45,71,15,7,21,80,95,23,9
11090,10.0,94,35,56,28,1,30,45,91,26,51
11091,10.0,45,21,71,24,58,4,78,51,88,12
11092,10.0,68,10,21,21,29,77,86,14,86,82
11093,10.0,5,88,49,86,1,28,72,38,91,65
11094,10.0,48,8,30,86,54,14,5,15,12,35
11095,10.0,27,90,3,27,43,17,73,79,36,52
11096,10.0,76,97,73,36,67,64,78,43,75,85
11097,10.0,1,66,48,11,94,43,28,35,97,49
11098,10.0,5,28,42,40,95,93,23,9,17,10
11099,10.0,61,35,8,98,7,36,91,93,29,82
11100,10.0,37,51,91,60,76,47,39,4,19,65
11101,10.0,86,22,60,14,88,93,20,39,66,83
11102,10.0,58,33,43,17,35,10,11,50,74,22
11103,10.0,48,40,55,45,15,81,87,63,14,87
11104,10.0,64,94,26,73,92,61,89,11,65,74
11105,10.0,63,60,4,45,39,98,69,33,93,69
11106,10.0,45,76,45,75,92,65,81,45,38,93
11107,10.0,10,52,29,51,35,60,49,86,97,22
11108,10.0,14,65,87,51,47,12,35,16,76,20
11109,10.0,18,85,48,64,51,35,61,34,69,61
11110,10.0,72,40,44,1,71,48,18,28,5,55
11111,10.0,19,43,64,81,78,27,17,36,88,64
11112,10.0,51,47,64,40,84,84,38,63,73,6
11113,10.0,33,41,15,71,9,38,94,34,93,1
11114,10.0,29,14,45,44,6,24,84,13,90,67
11115,10.0,40,27,13,66,47,18,15,29,21,23
11116,10.0,16,27,51,38,46,85,5,40,13,40
11117,10.0,88,67,44,35,45,14,12,91,1,63
11118,10.0,22,28,68,70,4,62,30,35,67,23
11119,10.0,4,58,74,17,78,8,40,32,52,49
11120,10.0,44,96,50,78,35,84,79,64,55,80
11121,10.0,53,32,30,85,94,88,69,70,73,63
11122,10.0,20,81,35,51,72,32,24,65,85,18
11123,10.0,86,53,10,45,10,4,64,8,97,7
11124,10.0,10,17,24,96,15,58,3,74,3,8
11125,10.0,79,98,56,83,65,76,40,7,42,83
11126,10.0,87,94,84,63,18,77,31,8,85,51
11127,10.0,90,8,26,24,52,2,71,87,23,69
11128,10.0,15,57,38,51,89,56,63,11,42,31
11129,10.0,37,14,14,27,81,24,16,11,46,8
11130,10.0,38,44,68,76,74,88,26,85,53,36
11131,10.0,25,77,74,30,72,30,91,81,36,84
11132,10.0,60,76,2,62,13,47,60,90,26,6
11133,10.0,63,88,96,32,56,45,87,95,94,33
11134,10.0,16,4,13,29,47,69,19,9,78,42
11135,10.0,66,76,33,83,74,37,56,44,88,81
11136,10.0,3,36,50,81,89,6,84,48,61,71
11137,10.0,66,14,61,74,3,60,63,78,67,90
11138,10.0,90,58,13,55,91,91,74,73,84,49
11139,10.0,50,24,70,17,96,57,87,93,91,54
11140,10.0,91,76,35,65,98,86,50,18,58,52
11141,10.0,32,22,13,34,4,4,28,63,1,17
11142,10.0,82,98,7,40,74,82,71,91,93,53
11143,10.0,23,84,57,3,83,50,69,82,23,37
11144,10.0,65,31,15,13,93,46,4,4,94,75
11145,10.0,28,22,20,15,81,38,2,87,49,52
11146,10.0,48,16,72,6,43,83,44,43,40,4
11147,10.0,8,84,48,3,56,46,29,72,60,92
11148,10.0,89,6,37,81,9,78,84,22,8,11
11149,10.0,93,27,19,88,73,25,24,22,64,19
11150,10.0,9,46,42,3,92,40,42,24,27,98
11151,10.0,39,7,84,89,38,16,47,92,26,64
11152,10.0,94,19,71,12,92,90,75,16,56,74
11153,10.0,5,52,58,51,34,63,65,2,8,81
11154,10.0,69,52,71,61,67,15,33,66,87,28
11155,10.0,91,60,98,11,50,96,7,29,7,5
11156,10.0,17,86,65,18,87,94,74,94,2,44
11157,10.0,84,84,50,58,48,77,39,11,92,5
11158,10.0,78,95,71,26,53,59,44,93,83,64
11159,10.0,85,98,85,60,50,7,90,10,84,61
11160,10.0,69,1,88,44,33,93,75,97,7,48
11161,10.0,49,2,68,85,81,97,57,39,1,32
11162,10.0,92,36,62,66,96,70,63,79,21,72
11163,10.0,56,18,60,47,9,35,24,68,12,36
11164,10.0,14,26,87,66,86,94,95,6,27,59
11165,10.0,54,4,41,21,93,86,7,52,57,93
11166,10.0,9,32,86,31,18,46,47,22,50,40
11167,10.0,93,57,24,2,67,90,17,43,14,74
11168,10.0,84,55,70,90,86,57,5,3,24,62
11169,10.0,4,89,72,67,49,15,20,76,65,57
11170,10.0,41,1,5,21,26,64,42,94,69,39
11171,10.0,78,30,76,52,95,97,42,8,65,23
11172,10.0,19,66,91,98,65,28,72,72,18,53
11173,10.0,35,3,27,46,22,16,24,57,66,46
11174,10.0,98,76,35,92,93,35,56,3,35,96
11175,10.0,72,5,95,54,58,75,68,66,52,26
11176,10.0,53,3,3,51,38,42,49,62,18,49
11177,10.0,42,81,88,74,92,77,59,96,29,21
11178,10.0,11,55,17,65,87,22,67,72,98,93
11179,10.0,90,89,10,50,30,11,62,20,1,74
11180,10.0,73,57,88,27,27,7,22,11,41,93
11181,10.0,93,36,6,95,2,73,16,85,17,94
11182,10.0,91,42,22,9,59,56,17,44,94,59
11183,10.0,67,48,33,73,67,90,21,12,93,30
11184,10.0,47,96,91,73,21,59,34,70,64,3
11185,10.0,5,96,42,11,34,5,39,42,58,71
11186,10.0,87,62,42,49,83,54,58,51,79,54
11187,10.0,90,86,89,69,55,87,10,1,77,5
11188,10.0,61,77,71,38,59,42,90,8,35,84
11189,10.0,38,86,58,29,11,13,23,28,22,23
11190,10.0,17,22,91,80,51,86,83,41,95,79
11191,10.0,14,2,13,61,34,14,32,84,59,5
11192,10.0,19,45,49,45,44,27,2,24,10,35
11193,10.0,19,70,20,95,98,81,42,35,41,63
11194,10.0,35,89,46,9,22,92,49,56,85,59
11195,10.0,50,50,17,70,20,62,10,16,81,95
11196,10.0,4,91,61,36,63,96,79,88,65,70
11197,10.0,12,10,43,73,6,9,84,25,45,43
11198,10.0,45,8,49,43,94,29,32,87,52,40
11199,10.0,87,18,4,89,93,12,61,50,66,17
11200,10.0,96,86,64,82,13,15,96,91,24,10
11201,10.0,5,33,71,13,78,43,81,57,93,32
11202,10.0,60,54,49,12,86,23,3,79,3,39
11203,10.0,15,46,65,81,38,6,84,36,53,35
11204,10.0,30,95,22,52,22,61,70,29,82,17
11205,10.0,70,85,3,97,56,6,37,5,77,74
11206,10.0,90,54,14,90,58,75,23,65,6,82
11207,10.0,90,4,16,55,34,55,56,40,7,64
11208,10.0,49,20,82,12,34,35,50,86,86,46
11209,10.0,6,95,56,88,32,53,60,76,19,3
11210,10.0,39,41,81,60,35,32,79,72,62,70
11211,10.0,3,58,5,6,69,47,81,71,40,71
11212,10.0,82,39,16,79,10,71,31,64,52,8
11213,10.0,54,92,8,46,97,89,6,13,77,72
11214,10.0,65,69,97,82,2,33,31,27,62,8
11215,10.0,17,90,56,98,78,41,94,73,21,50
11216,10.0,91,23,89,82,57,47,17,59,28,15
11217,10.0,47,88,91,79,5,5,84,40,85,86
11218,10.0,74,67,7,71,22,79,48,52,85,5
11219,10.0,56,19,10,56,93,7,40,22,21,77
11220,10.0,33,26,41,93,7,62,14,8,32,36
11221,10.0,13,89,43,59,10,92,71,65,84,16
11222,10.0,21,83,2,2,45,75,20,27,9,56
11223,10.0,35,22,35,42,5,49,53,2,71,83
11224,10.0,59,62,93,70,14,68,32,26,43,58
11225,10.0,35,32,53,20,83,64,78,55,72,27
11226,10.0,35,25,94,53,58,53,54,96,6,46
11227,10.0,97,3,34,27,59,20,31,14,38,98
11228,10.0,9,22,24,92,84,25,54,78,15,47
11229,10.0,29,87,70,69,45,69,26,83,67,37
11230,10.0,80,48,18,50,55,92,69,50,85,80
11231,10.0,35,26,72,46,45,30,40,57,22,94
11232,10.0,21,11,88,38,67,43,50,34,74,1
11233,10.0,9,40,80,72,68,84,54,70,2,26
11234,10.0,27,36,24,41,80,10,34,75,26,35
11235,10.0,90,86,3,7,53,60,95,35,87,44
11236,10.0,82,80,75,97,29,44,69,31,9,23
11237,10.0,76,26,75,18,87,89,68,96,25,86
11238,10.0,36,61,57,4,11,45,57,32,36,73
11239,10.0,69,8,79,73,61,86,75,11,56,60
11240,10.0,15,72,90,96,5,75,35,10,13,10
11241,10.0,64,53,19,62,77,69,7,55,23,85
11242,10.0,46,36,30,95,18,24,23,35,74,54
11243,10.0,31,30,29,60,20,97,95,4,36,34
11244,10.0,88,77,62,62,7,94,16,50,85,95
11245,10.0,35,91,21,61,2,71,71,1,4,71
11246,10.0,18,97,98,35,9,37,58,52,35,70
11247,10.0,41,63,43,1,71,7,74,83,87,82
11248,10.0,92,74,95,18,6,82,46,77,72,95
11249,10.0,49,34,81,12,85,13,74,26,60,29
11250,10.0,79,78,5,66,46,30,22,31,81,37
11251,10.0,9,93,31,88,97,72,13,22,76,76
11252,10.0,50,87,72,86,63,48,10,86,83,70
11253,10.0,21,64,33,20,97,33,71,30,1,4
11254,10.0,79,49,72,40,98,55,9,19,65,74
11255,10.0,23,7,60,21,33,76,63,31,36,64
11256,10.0,28,10,19,6,42,18,31,33,30,60
11257,10.0,1,52,44,54,81,47,41,92,38,2
11258,10.0,68,80,7,21,59,95,43,40,67,19
11259,10.0,79,13,43,58,27,40,7,92,67,84
11260,10.0,5,32,89,37,84,72,38,94,14,56
11261,10.0,35,34,83,95,88,26,61,91,97,85
11262,10.0,41,42,50,36,6,57,62,5,27,41
11263,10.0,68,53,81,93,72,69,9,7,16,51
11264,10.0,7,74,44,81,87,92,26,70,4,8
11265,10.0,76,39,26,59,29,18,92,54,66,11
11266,10.0,2,77,84,47,79,85,11,60,69,31
11267,10.0,47,92,91,17,26,23,92,46,41,58
11268,10.0,85,83,58,63,59,30,98,2,71,80
11269,10.0,82,59,59,91,6,58,19,56,89,55
11270,10.0,48,43,65,18,92,16,72,7,39,93
11271,10.0,25,8,11,42,91,51,10,77,87,20
11272,10.0,45,79,43,98,86,89,58,31,30,7
11273,10.0,95,97,74,87,32,50,66,51,83,14
11274,10.0,80,37,20,68,36,50,45,58,96,33
11275,10.0,80,49,73,94,17,30,74,52,33,42
11276,10.0,35,69,9,47,38,64,15,19,52,66
11277,10.0,35,10,55,91,92,77,91,39,10,5
11278,10.0,6,43,66,8,56,50,26,92,12,13
11279,10.0,22,5,67,63,82,30,5,37,16,77
11280,10.0,56,23,20,71,11,52,98,54,71,73
11281,10.0,44,71,57,51,3,25,44,77,50,69
11282,10.0,53,98,94,21,3,19,6,96,14,30
11283,10.0,1,30,77,91,76,77,61,78,3,81
11284,10.0,65,35,48,22,92,18,81,93,46,98
11285,10.0,4,14,82,74,2,16,65,14,32,3
11286,10.0,31,33,11,85,69,49,2,86,63,59
11287,10.0,40,76,67,83,74,91,35,37,45,32
11288,10.0,51,2,62,1,40,98,42,68,7,85
11289,10.0,21,86,70,5,15,2,25,70,24,12
11290,10.0,83,52,32,95,20,8,55,29,93,91
11291,10.0,65,60,41,5,12,38,74,95,43,18
11292,10.0,52,70,71,24,67,15,64,23,87,22
11293,10.0,92,29,80,11,45,37,32,95,65,9
11294,10.0,1,13,79,81,22,33,51,58,37,54
11295,10.0,29,54,39,62,77,1,73,16,88,37
11296,10.0,19,43,39,2,8,56,4,11,97,39
11297,10.0,78,43,13,57,1,21,93,30,66,70
11298,10.0,20,77,93,1,83,71,58,45,16,79
11299,10.0,17,82,74,23,69,87,68,49,4,38
11300,10.0,13,5,88,46,97,37,66,43,60,18
11301,10.0,38,21,7,63,90,67,91,34,87,67
11302,10.0,52,77,47,49,52,21,74,59,82,68
11303,10.0,82,96,33,85,31,89,32,68,62,88
11304,10.0,45,81,65,12,66,64,20,98,93,54
11305,10.0,56,93,51,32,90,56,29,55,19,78
11306,10.0,65,48,4,83,7,5,34,44,7,60
11307,10.0,95,4,78,64,44,80,50,2,34,90
11308,10.0,74,92,54,34,92,87,61,81,90,14
11309,10.0,45,43,17,3,93,31,90,26,52,11
11310,10.0,32,80,47,1,23,57,59,67,39,5
11311,10.0,58,58,27,30,86,57,30,80,83,8
11312,10.0,81,5,88,48,71,41,7,37,32,63
11313,10.0,54,9,66,68,79,21,88,96,43,41
11314,10.0,58,45,11,18,9,69,6,38,69,83
11315,10.0,96,87,48,42,86,35,30,88,62,43
11316,10.0,81,2,67,56,7,39,74,13,88,23
11317,10.0,65,51,43,24,90,29,58,70,4,21
11318,10.0,42,76,36,33,45,37,40,84,57,83
11319,10.0,80,81,46,73,67,11,73,58,54,51
11320,10.0,43,18,60,89,20,63,41,66,46,42
11321,10.0,33,68,60,77,17,6,70,59,27,48
11322,10.0,80,96,32,1,85,80,14,19,16,95
11323,10.0,27,14,64,3,47,41,52,56,31,58
11324,10.0,89,83,18,49,7,89,34,35,34,44
11325,10.0,30,69,68,22,29,10,38,24,11,20
11326,10.0,41,73,87,82,51,63,80,52,90,63
11327,10.0,16,73,82,29,56,21,81,88,56,37
11328,10.0,95,76,87,30,90,87,71,49,67,98
11329,10.0,95,14,37,43,26,67,70,53,66,36
11330,10.0,71,20,43,40,17,37,83,92,87,55
11331,10.0,72,27,67,56,29,11,42,96,81,61
11332,10.0,61,47,61,54,28,80,47,14,78,54
11333,10.0,19,80,18,24,91,50,94,67,69,61
11334,10.0,76,92,15,43,72,44,80,70,9,87
11335,10.0,44,70,3,31,93,67,44,85,75,81
11336,10.0,43,42,73,97,14,50,98,70,82,3
11337,10.0,3,88,65,20,45,93,3,36,2,10
11338,10.0,32,32,71,28,32,48,16,47,67,85
11339,10.0,38,86,85,19,24,5,64,78,43,54
11340,10.0,69,63,77,95,76,25,1,34,59,9
11341,10.0,27,48,55,81,10,77,59,22,56,18
11342,10.0,42,33,91,47,35,81,88,10,75,27
11343,10.0,47,13,24,24,34,31,92,65,57,81
11344,10.0,79,51,56,74,28,37,97,25,68,25
11345,10.0,5,8,92,60,48,64,37,1,49,49
11346,10.0,64,45,34,96,12,2,17,31,48,32
11347,10.0,42,93,16,7,42,74,65,23,3,12
11348,10.0,98,17,87,88,9,62,70,18,79,71
11349,10.0,24,12,72,11,97,3,83,94,30,65
11350,10.0,75,80,11,76,62,38,49,79,77,36
11351,10.0,2,51,63,14,95,96,14,46,94,76
11352,10.0,98,66,63,36,81,46,75,14,76,30
11353,10.0,87,7,89,47,76,19,21,87,3,78
11354,10.0,36,88,77,28,85,86,64,31,47,47
11355,10.0,25,60,89,2,31,39,53,83,39,76
11356,10.0,75,10,30,86,65,64,29,25,25,71
11357,10.0,95,4,14,59,87,29,97,79,63,82
11358,10.0,49,11,96,62,95,26,75,86,95,49
11359,10.0,48,58,44,29,36,8,59,51,16,36
11360,10.0,67,89,58,39,87,44,43,43,55,58
11361,10.0,61,81,77,73,50,63,13,26,12,57
11362,10.0,93,55,67,15,26,14,64,70,4,2
11363,10.0,5,28,31,58,30,44,3,46,76,7
11364,10.0,49,98,50,89,9,69,45,66,60,2
11365,10.0,97,47,32,69,89,90,32,26,36,33
11366,10.0,13,49,69,37,18,22,93,43,76,63
11367,10.0,6,4,95,82,69,87,89,98,92,97
11368,10.0,64,72,96,13,98,45,81,93,17,42
11369,10.0,70,53,17,7,26,93,12,96,6,75
11370,10.0,11,62,70,38,85,83,26,41,76,1
11371,10.0,39,51,40,21,42,47,56,61,53,83
11372,10.0,89,36,16,66,8,81,3,11,86,35
11373,10.0,63,34,77,18,27,96,44,55,41,85
11374,10.0,65,28,59,83,84,81,13,86,58,12
11375,10.0,32,55,69,96,3,40,83,2,71,81
11376,10.0,32,2,68,69,63,32,52,82,76,93
11377,10.0,11,8,13,6,11,62,84,98,60,87
11378,10.0,75,91,37,98,61,82,88,14,79,33
11379,10.0,53,75,65,87,6,71,36,69,38,82
11380,10.0,21,9,62,96,10,58,28,27,53,54
11381,10.0,32,43,37,19,5,1,60,4,89,7
11382,10.0,43,50,66,22,18,73,8,3,2,9
11383,10.0,98,2,76,33,76,77,80,31,76,77
11384,10.0,97,4,58,39,1,82,33,3,98,35
11385,10.0,51,2,26,68,48,66,50,94,98,9
11386,10.0,76,96,22,9,7,53,89,32,51,66
11387,10.0,97,34,34,31,46,84,21,35,59,43
11388,10.0,62,73,18,40,11,94,54,27,32,69
11389,10.0,65,50,32,60,60,41,88,47,75,74
11390,10.0,27,46,1,3,70,51,33,19,63,62
11391,10.0,94,29,79,44,32,43,68,64,52,30
11392,10.0,61,31,96,80,12,93,11,36,10,55
11393,10.0,59,75,61,33,42,91,60,90,87,70
11394,10.0,91,73,18,67,51,22,27,81,12,37
11395,10.0,19,46,61,89,16,24,38,96,89,89
11396,10.0,15,96,79,36,58,81,92,60,76,67
11397,10.0,16,8,50,68,45,45,19,46,11,7
11398,10.0,3,39,44,55,75,49,45,89,79,41
11399,10.0,31,74,4,61,47,30,79,39,51,50
11400,10.0,36,67,60,63,47,49,64,8,76,41
11401,10.0,87,42,50,30,64,30,21,82,50,58
11402,10.0,20,23,75,56,86,95,59,1,47,91
11403,10.0,76,87,8,57,33,49,94,70,8,83
11404,10.0,73,21,86,89,38,25,41,32,68,90
11405,10.0,96,87,11,18,30,64,28,49,68,93
11406,10.0,94,53,8,43,5,90,33,8,23,14
11407,10.0,77,17,49,26,30,8,38,28,1,71
11408,10.0,11,38,31,59,19,39,81,52,73,75
11409,10.0,25,75,18,39,92,66,25,34,12,67
11410,10.0,75,28,97,10,46,96,70,19,7,21
11411,10.0,51,46,19,77,52,23,35,83,18,91
11412,10.0,91,31,20,62,28,78,7,55,86,66
11413,10.0,78,36,45,10,65,61,81,32,31,19
11414,10.0,30,62,35,84,90,31,61,64,17,73
11415,10.0,70,3,17,60,81,75,72,14,39,44
11416,10.0,31,55,88,75,92,32,38,81,87,96
11417,10.0,93,1,58,94,57,16,22,46,4,81
11418,10.0,53,64,75,79,20,66,56,46,4,91
11419,10.0,58,63,86,38,77,11,73,96,18,5
11420,10.0,92,4,38,55,26,5,84,79,68,84
11421,10.0,67,51,94,97,51,55,40,20,7,60
11422,10.0,5,29,93,32,15,19,53,69,80,47
11423,10.0,12,15,29,12,42,72,63,8,34,23
11424,10.0,80,64,35,56,64,70,61,96,78,42
11425,10.0,16,96,87,22,63,57,10,21,71,59
11426,10.0,97,96,64,84,48,83,1,21,41,55
11427,10.0,55,85,75,15,19,86,2,75,89,49
11428,10.0,13,84,44,48,75,49,51,39,44,84
11429,10.0,46,43,36,73,50,79,14,93,67,77
11430,10.0,54,65,75,90,8,17,39,84,92,50
11431,10.0,10,32,98,22,93,43,87,43,24,7
11432,10.0,40,77,48,86,31,81,55,45,46,69
11433,10.0,81,31,23,14,48,1,89,32,10,23
11434,10.0,61,38,95,48,83,50,63,10,74,5
11435,10.0,20,54,20,16,56,12,4,38,28,31
11436,10.0,41,9,87,29,57,55,45,89,36,61
11437,10.0,27,20,25,85,87,47,75,33,88,83
11438,10.0,72,77,4,76,27,80,42,3,11,72
11439,10.0,17,51,73,40,53,58,89,79,28,84
11440,10.0,53,67,95,48,87,93,40,54,19,82
11441,10.0,97,4,85,2,24,57,91,13,41,37
11442,10.0,14,50,43,87,87,45,88,10,61,3
11443,10.0,33,36,89,23,36,52,13,60,92,37
11444,10.0,81,76,90,92,98,42,87,7,81,93
11445,10.0,73,56,80,6,56,82,63,41,18,21
11446,10.0,68,93,10,48,30,24,9,38,81,14
11447,10.0,26,3,22,6,54,83,92,6,29,53
11448,10.0,31,72,50,57,5,50,49,59,55,68
11449,10.0,97,72,1,63,77,55,52,40,91,36
11450,10.0,48,29,33,26,1,78,1,49,62,46
11451,10.0,68,37,18,13,85,56,63,76,51,50
11452,10.0,44,54,5,66,7,15,43,52,35,63
11453,10.0,30,70,1,28,22,32,57,11,96,51
11454,10.0,50,54,37,15,84,62,63,94,22,47
11455,10.0,62,3,71,83,19,10,68,65,97,19
11456,10.0,74,64,41,6,86,66,13,5,15,4
11457,10.0,20,48,88,44,50,82,47,62,47,6
11458,10.0,45,57,18,26,49,28,12,19,40,90
11459,10.0,69,12,67,90,1,49,15,84,87,15
11460,10.0,54,43,54,46,71,69,41,73,62,83
11461,10.0,65,54,44,65,54,32,92,81,23,37
11462,10.0,36,70,82,76,39,92,56,12,26,13
11463,10.0,19,76,11,73,54,21,22,81,86,84
11464,10.0,58,49,46,15,18,84,34,38,57,37
11465,10.0,94,96,9,80,69,18,62,91,91,64
11466,10.0,91,94,82,90,36,24,49,86,39,10
11467,10.0,9,17,92,88,23,48,42,88,29,56
11468,10.0,60,2,43,96,6,60,33,41,91,42
11469,10.0,31,85,14,95,35,34,86,2,82,34
11470,10.0,83,9,5,86,72,37,77,46,13,86
11471,10.0,70,59,36,67,50,33,71,1,10,82
11472,10.0,7,43,49,81,83,82,70,3,30,42
11473,10.0,9,25,68,35,49,31,20,91,81,36
11474,10.0,15,40,18,94,44,37,57,19,82,77
11475,10.0,92,40,41,75,5,36,28,70,53,58
11476,10.0,63,60,75,32,90,43,23,3,50,36
11477,10.0,6,42,17,21,44,11,13,48,98,86
11478,10.0,55,92,39,70,98,83,86,87,36,28
11479,10.0,21,98,25,39,72,65,85,11,64,60
11480,10.0,55,88,22,2,25,20,63,90,18,62
11481,10.0,73,93,75,70,97,15,71,81,88,71
11482,10.0,42,30,46,77,98,25,39,51,69,21
11483,10.0,87,44,43,47,40,28,78,29,68,45
11484,10.0,16,95,62,69,67,27,49,92,84,85
11485,10.0,74,63,17,79,54,32,33,40,80,92
11486,10.0,61,75,98,1,59,79,14,82,43,77
11487,10.0,75,90,81,35,9,47,75,8,54,45
11488,10.0,62,2,93,15,5,72,54,2,77,2
11489,10.0,21,43,20,92,74,88,89,98,64,64
11490,10.0,88,16,40,77,27,95,62,57,97,24
11491,10.0,1,92,25,67,24,19,65,39,15,48
11492,10.0,93,96,65,5,68,57,67,13,84,88
11493,10.0,74,11,47,52,50,63,15,82,42,2
11494,10.0,89,91,20,2,49,69,2,96,1,23
11495,10.0,36,88,40,46,91,82,47,28,88,76
11496,10.0,72,11,63,69,9,35,37,41,85,29
11497,10.0,14,16,49,21,18,35,24,18,97,7
11498,10.0,51,98,93,42,39,77,89,51,20,52
11499,10.0,11,73,59,57,1,96,10,46,27,74
11500,10.0,3,35,22,86,59,16,17,87,35,85
11501,10.0,26,18,51,96,41,2,45,64,16,57
11502,10.0,73,73,47,36,35,91,97,69,93,9
11503,10.0,38,3,28,75,94,61,17,83,38,29
11504,10.0,82,36,41,30,89,40,33,71,63,39
11505,10.0,96,36,21,17,15,44,55,26,21,10
11506,10.0,21,21,78,29,13,62,63,70,20,94
11507,10.0,61,67,72,19,44,13,44,77,36,61
11508,10.0,8,96,10,54,96,51,30,11,13,94
11509,10.0,11,66,4,68,22,73,94,41,63,64
