,demand,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
31093,10.0,85,92,73,24,84,36,22,69,92,26
31094,10.0,48,85,83,98,97,49,38,29,68,72
31095,10.0,38,59,67,67,96,25,77,68,88,78
31096,10.0,59,50,45,58,48,6,27,7,22,37
31097,10.0,36,75,48,9,73,52,48,29,42,95
31098,10.0,16,96,57,91,68,77,21,95,41,1
31099,10.0,80,7,60,72,59,66,92,80,47,2
31100,10.0,67,81,64,48,10,66,54,40,93,34
31101,10.0,86,98,77,21,97,27,29,52,12,8
31102,10.0,3,62,97,7,6,53,58,40,75,93
31103,10.0,96,84,42,54,15,4,41,93,38,46
31104,10.0,14,51,59,55,66,56,24,44,52,18
31105,10.0,66,29,37,69,57,42,87,21,60,40
31106,10.0,74,92,50,24,76,1,56,5,33,4
31107,10.0,30,28,43,25,34,4,17,72,8,8
31108,10.0,49,55,80,87,94,36,46,95,68,18
31109,10.0,12,60,35,75,47,19,63,14,43,91
31110,10.0,37,57,76,32,44,35,64,59,49,75
31111,10.0,60,82,55,28,32,62,73,19,79,87
31112,10.0,87,65,93,20,43,1,56,66,46,15
31113,10.0,83,35,35,76,4,45,46,20,4,70
31114,10.0,45,76,91,12,11,25,98,72,65,47
31115,10.0,97,59,50,34,14,46,1,3,59,44
31116,10.0,12,94,67,70,45,5,88,53,75,62
31117,10.0,3,44,71,76,73,21,93,2,11,91
31118,10.0,67,45,83,70,1,45,68,66,69,5
31119,10.0,70,36,25,25,34,76,61,86,87,82
31120,10.0,75,59,74,69,80,64,87,45,82,62
31121,10.0,97,3,58,42,96,33,7,5,54,21
31122,10.0,56,38,7,89,84,7,32,61,2,54
31123,10.0,65,25,57,60,89,42,25,60,79,29
31124,10.0,85,21,27,46,47,16,22,65,50,1
31125,10.0,96,15,67,25,44,63,45,9,52,20
31126,10.0,70,49,44,27,62,5,92,3,95,57
31127,10.0,10,10,54,67,98,74,95,71,47,23
31128,10.0,63,84,8,14,5,35,81,77,23,7
31129,10.0,71,54,58,67,49,60,33,20,59,35
31130,10.0,39,38,42,10,30,23,17,35,59,3
31131,10.0,36,26,86,20,12,35,74,98,98,75
31132,10.0,90,29,70,64,91,21,62,86,83,60
31133,10.0,68,22,68,16,64,33,52,45,7,32
31134,10.0,36,27,80,51,90,35,39,2,96,58
31135,10.0,73,65,21,14,38,28,59,78,13,28
31136,10.0,82,38,6,43,86,27,2,20,11,30
31137,10.0,6,67,19,78,98,45,25,64,49,42
31138,10.0,28,69,89,79,54,91,22,8,82,53
31139,10.0,64,26,79,91,92,32,94,37,72,36
31140,10.0,86,33,66,82,41,97,21,30,87,64
31141,10.0,79,22,2,78,15,94,27,44,20,72
31142,10.0,34,49,73,67,89,16,50,9,4,41
31143,10.0,60,35,78,60,31,49,84,13,21,27
31144,10.0,36,55,70,41,8,38,3,14,27,82
31145,10.0,98,62,73,72,46,66,86,3,43,75
31146,10.0,60,60,87,1,35,92,74,5,33,4
31147,10.0,49,67,85,92,98,87,20,76,65,12
31148,10.0,18,18,9,72,22,45,64,34,26,88
31149,10.0,25,10,33,84,23,84,3,14,79,68
31150,10.0,95,21,51,59,88,79,97,57,48,24
31151,10.0,67,66,5,88,66,67,37,47,12,40
31152,10.0,56,89,30,64,59,14,91,58,63,20
31153,10.0,56,13,48,38,74,89,79,52,83,14
31154,10.0,83,85,94,81,35,82,20,96,14,44
31155,10.0,50,92,75,33,87,80,35,83,24,91
31156,10.0,24,73,67,83,12,2,73,93,67,82
31157,10.0,83,16,6,11,18,13,18,82,34,5
31158,10.0,28,90,39,39,48,36,43,41,8,92
31159,10.0,66,65,60,16,36,66,21,17,59,32
31160,10.0,95,58,55,60,98,97,63,95,44,72
31161,10.0,88,17,66,36,3,68,8,86,25,59
31162,10.0,58,33,44,72,86,61,51,51,56,59
31163,10.0,73,14,48,13,3,90,98,21,79,52
31164,10.0,28,49,29,3,38,98,83,26,49,67
31165,10.0,81,77,59,57,31,75,27,78,15,27
31166,10.0,78,46,45,20,42,86,78,41,37,40
31167,10.0,34,39,11,47,40,4,3,83,67,67
31168,10.0,70,58,13,5,50,83,13,66,50,65
31169,10.0,68,76,37,74,20,3,69,97,61,6
31170,10.0,71,2,1,55,79,27,16,33,82,45
31171,10.0,74,14,92,84,47,51,16,97,35,32
31172,10.0,68,71,30,96,50,80,43,93,6,28
31173,10.0,19,87,58,78,25,68,66,45,57,21
31174,10.0,32,59,81,31,61,11,51,43,63,49
31175,10.0,79,58,55,5,34,61,43,30,93,86
31176,10.0,51,86,89,88,5,91,72,1,15,61
31177,10.0,56,32,52,63,4,19,42,16,11,47
31178,10.0,43,54,47,68,18,45,56,24,67,3
31179,10.0,75,80,51,16,20,21,25,52,62,29
31180,10.0,46,5,4,63,67,76,28,51,89,56
31181,10.0,82,65,70,4,29,82,28,48,51,84
31182,10.0,82,20,6,18,77,61,90,89,89,68
31183,10.0,14,3,77,80,1,94,30,46,94,6
31184,10.0,82,18,76,57,4,88,52,65,49,45
31185,10.0,63,33,36,64,64,69,45,45,97,31
31186,10.0,68,28,73,40,69,20,61,63,13,37
31187,10.0,4,12,65,19,74,54,27,87,8,5
31188,10.0,80,45,59,38,76,74,3,55,2,68
31189,10.0,73,85,12,91,4,10,23,58,2,23
31190,10.0,86,83,62,74,95,13,31,18,51,14
31191,10.0,78,80,19,70,7,42,12,47,35,82
31192,10.0,89,80,70,34,5,2,49,92,29,58
31193,10.0,41,55,6,78,39,42,31,56,45,28
31194,10.0,20,43,29,81,60,34,94,36,8,26
31195,10.0,59,24,50,54,6,35,55,12,13,64
31196,10.0,72,50,32,84,71,88,47,86,49,48
31197,10.0,98,64,70,25,95,77,30,22,63,27
31198,10.0,70,86,43,56,23,58,65,58,2,54
31199,10.0,50,77,75,24,78,80,71,55,74,64
31200,10.0,31,14,90,23,52,67,92,51,46,34
31201,10.0,1,26,54,75,70,91,26,42,95,83
31202,10.0,58,39,10,67,83,29,95,15,42,6
31203,10.0,94,8,8,73,9,17,5,74,30,45
31204,10.0,4,96,74,40,17,84,34,6,26,67
31205,10.0,94,1,29,37,73,47,27,19,89,30
31206,10.0,37,11,28,55,38,43,30,45,40,43
31207,10.0,59,59,75,66,61,68,12,61,53,10
31208,10.0,35,92,67,43,41,58,92,27,66,67
31209,10.0,9,34,30,9,11,6,92,15,79,44
31210,10.0,25,65,89,78,47,94,89,26,91,88
31211,10.0,35,98,23,39,71,98,58,23,49,96
31212,10.0,47,8,56,31,3,6,38,26,36,65
31213,10.0,25,85,46,94,54,58,28,73,83,73
31214,10.0,52,91,15,54,18,19,24,39,72,85
31215,10.0,17,79,32,34,61,26,29,91,27,21
31216,10.0,15,83,83,69,27,33,17,40,28,65
31217,10.0,83,91,84,57,91,70,23,17,1,94
31218,10.0,27,14,69,32,23,39,75,11,15,59
31219,10.0,86,97,89,16,32,11,55,85,55,91
31220,10.0,2,74,47,98,30,9,19,42,96,70
31221,10.0,74,30,45,65,41,55,90,27,84,93
31222,10.0,64,45,43,37,40,22,8,84,32,97
31223,10.0,54,96,33,3,72,73,93,98,97,30
31224,10.0,50,17,41,98,66,66,72,87,78,36
31225,10.0,93,48,87,20,58,57,94,72,34,50
31226,10.0,61,73,16,38,48,8,28,43,64,69
31227,10.0,32,18,72,31,34,2,40,5,20,45
31228,10.0,96,63,84,37,71,91,89,53,1,65
31229,10.0,26,94,12,47,42,97,69,49,47,30
31230,10.0,82,89,83,45,69,79,95,45,67,8
31231,10.0,82,93,9,77,11,12,31,51,83,65
31232,10.0,72,5,6,11,18,29,69,10,66,54
31233,10.0,62,42,86,65,39,62,36,24,51,67
31234,10.0,27,55,93,63,19,46,34,5,70,16
31235,10.0,71,43,12,78,35,4,28,12,16,35
31236,10.0,27,79,37,51,58,15,37,23,17,45
31237,10.0,37,16,72,66,74,12,60,97,10,76
31238,10.0,82,5,98,54,18,37,97,69,64,30
31239,10.0,59,50,93,1,21,60,55,54,45,67
31240,10.0,32,24,83,11,98,50,50,80,68,82
31241,10.0,4,69,20,33,3,39,96,81,95,43
31242,10.0,83,94,31,31,24,19,85,98,33,9
31243,10.0,88,7,81,1,26,72,48,31,1,52
31244,10.0,6,71,89,73,12,71,82,91,65,77
31245,10.0,90,13,39,69,85,98,41,1,31,60
31246,10.0,84,8,23,58,42,44,79,94,64,25
31247,10.0,54,25,61,77,44,60,4,21,33,68
31248,10.0,22,32,38,60,63,78,21,34,86,79
31249,10.0,60,65,62,42,14,38,52,39,26,15
31250,10.0,13,96,66,9,77,27,28,5,19,64
31251,10.0,77,16,89,69,95,5,19,64,34,47
31252,10.0,66,25,75,33,17,90,65,62,9,43
31253,10.0,23,26,50,19,21,7,90,64,31,31
31254,10.0,87,54,36,47,90,43,10,14,34,6
31255,10.0,78,61,43,35,90,51,70,91,60,69
31256,10.0,41,6,50,92,33,21,26,81,38,72
31257,10.0,83,90,10,15,64,57,72,15,86,31
31258,10.0,58,7,86,85,84,14,36,55,43,82
31259,10.0,25,65,65,34,59,69,91,1,26,79
31260,10.0,6,50,15,69,78,57,39,8,16,60
31261,10.0,65,40,92,67,87,40,97,77,13,66
31262,10.0,78,70,35,60,97,58,55,10,89,21
31263,10.0,41,59,42,88,15,92,4,10,59,6
31264,10.0,27,57,72,1,82,20,27,50,40,80
31265,10.0,43,83,75,83,73,39,57,31,71,50
31266,10.0,50,59,35,98,16,10,79,3,3,25
31267,10.0,65,48,16,21,41,33,66,7,12,31
31268,10.0,87,77,72,57,17,95,16,13,69,35
31269,10.0,77,74,77,20,1,44,75,92,8,12
31270,10.0,14,94,65,29,64,88,47,16,5,3
31271,10.0,21,86,65,82,46,20,14,48,89,20
31272,10.0,33,91,38,13,57,53,26,31,16,23
31273,10.0,37,1,41,40,12,9,2,65,54,53
31274,10.0,1,76,40,42,4,29,4,97,40,45
31275,10.0,11,35,74,35,3,63,33,4,97,24
31276,10.0,26,41,73,25,43,68,40,31,93,23
31277,10.0,41,3,28,68,48,25,84,64,46,21
31278,10.0,91,13,67,66,69,40,71,59,90,86
31279,10.0,32,21,40,81,42,57,72,64,10,51
31280,10.0,73,27,91,90,11,50,56,62,41,30
31281,10.0,66,57,90,63,75,37,71,25,15,27
31282,10.0,67,1,14,29,15,86,97,24,76,23
31283,10.0,3,75,41,41,97,62,55,41,37,81
31284,10.0,18,45,26,8,85,90,37,58,41,56
31285,10.0,30,72,19,84,80,63,59,86,16,44
31286,10.0,34,15,87,33,44,15,31,34,26,76
31287,10.0,38,88,51,66,4,41,62,41,65,29
31288,10.0,86,60,16,42,90,23,25,47,4,12
31289,10.0,82,37,33,50,50,93,98,50,80,38
31290,10.0,45,89,91,61,94,43,19,8,93,2
31291,10.0,32,66,4,56,68,81,3,52,59,4
31292,10.0,43,95,46,66,71,42,16,41,43,37
31293,10.0,40,14,35,55,33,20,16,49,4,82
31294,10.0,3,8,79,25,63,43,31,77,38,79
31295,10.0,7,22,40,36,33,68,18,60,92,15
31296,10.0,74,28,36,84,56,31,3,50,43,91
31297,10.0,82,15,45,87,89,54,72,86,31,12
31298,10.0,74,84,13,4,58,44,26,68,46,18
31299,10.0,89,46,74,24,19,79,80,75,91,49
31300,10.0,92,6,91,85,35,9,94,61,65,34
31301,10.0,64,4,53,6,60,9,6,23,34,72
31302,10.0,86,23,31,91,12,48,88,42,22,50
31303,10.0,5,23,57,97,14,91,93,89,84,65
31304,10.0,73,53,60,52,96,81,3,13,57,2
31305,10.0,48,52,25,84,1,25,95,73,74,40
31306,10.0,67,16,16,66,73,32,70,77,59,32
31307,10.0,5,92,31,81,83,27,59,50,91,56
31308,10.0,60,74,20,67,38,18,69,20,85,36
31309,10.0,60,11,5,63,74,12,68,95,69,21
31310,10.0,58,46,55,90,88,25,96,92,23,20
31311,10.0,28,92,14,60,95,49,46,37,31,87
31312,10.0,91,59,93,74,56,3,89,87,45,83
31313,10.0,76,79,18,72,40,8,25,26,34,3
31314,10.0,43,61,64,84,2,1,24,54,47,20
31315,10.0,39,84,19,28,60,63,88,32,23,60
31316,10.0,26,48,60,21,66,77,44,31,78,29
31317,10.0,55,7,57,46,73,32,81,86,29,20
31318,10.0,12,30,69,20,88,29,11,32,60,20
31319,10.0,82,21,93,98,43,41,56,60,73,43
31320,10.0,5,26,97,40,14,6,40,75,74,22
31321,10.0,6,38,16,96,38,15,52,23,33,89
31322,10.0,42,37,51,5,15,81,54,19,55,53
31323,10.0,3,6,89,26,66,40,65,72,56,96
31324,10.0,68,35,71,91,7,79,10,26,15,72
31325,10.0,21,71,98,29,58,3,3,20,37,61
31326,10.0,21,81,77,86,53,98,44,91,89,54
31327,10.0,53,83,48,31,69,3,58,18,86,92
31328,10.0,34,96,80,46,98,70,64,39,87,60
31329,10.0,45,85,73,41,25,55,52,74,42,62
31330,10.0,74,62,64,16,30,50,33,21,62,26
31331,10.0,21,7,94,91,29,26,10,83,19,15
31332,10.0,37,22,84,72,90,55,51,71,94,2
31333,10.0,91,57,53,71,41,44,78,86,12,38
31334,10.0,88,38,35,87,35,85,90,21,43,52
31335,10.0,98,61,4,35,71,41,37,32,98,23
31336,10.0,81,73,75,11,54,72,9,97,3,44
31337,10.0,66,62,41,24,83,68,60,85,90,90
31338,10.0,75,70,80,83,88,43,12,80,95,91
31339,10.0,63,30,91,44,91,22,12,57,46,51
31340,10.0,72,82,56,18,19,84,22,61,77,8
31341,10.0,29,71,18,60,14,90,69,63,80,55
31342,10.0,35,2,66,33,98,32,27,16,6,2
31343,10.0,72,34,3,30,92,52,54,81,94,4
31344,10.0,44,86,15,34,70,73,60,44,87,70
31345,10.0,12,73,50,37,77,27,26,10,30,83
31346,10.0,61,12,21,44,61,2,73,91,39,34
31347,10.0,45,8,26,2,68,77,85,24,1,81
31348,10.0,94,7,81,34,15,40,42,81,17,83
31349,10.0,75,90,14,18,33,64,73,8,13,79
31350,10.0,47,54,77,89,44,46,63,30,57,97
31351,10.0,70,59,39,15,48,83,78,2,23,30
31352,10.0,52,38,14,76,76,51,29,41,11,88
31353,10.0,49,84,75,29,94,4,85,6,65,28
31354,10.0,90,3,64,71,84,4,57,18,16,56
31355,10.0,68,80,53,61,82,2,91,74,95,78
31356,10.0,48,64,14,96,24,36,78,4,30,75
31357,10.0,1,34,80,15,98,88,70,56,90,86
31358,10.0,32,82,20,27,47,49,56,93,53,38
31359,10.0,25,23,71,19,19,86,12,77,68,34
31360,10.0,71,81,21,37,37,79,49,50,41,6
31361,10.0,4,97,63,1,39,50,75,37,98,71
31362,10.0,8,63,7,97,81,24,1,14,44,40
31363,10.0,55,41,8,43,22,15,67,2,40,5
31364,10.0,79,4,34,92,80,81,32,87,24,4
31365,10.0,61,24,80,17,55,49,63,98,1,88
31366,10.0,68,86,82,69,18,45,46,56,86,21
31367,10.0,18,52,91,37,51,90,81,79,79,3
31368,10.0,62,78,28,93,45,44,26,41,5,70
31369,10.0,9,51,11,83,71,34,85,20,63,24
31370,10.0,2,63,17,67,22,4,60,21,41,11
31371,10.0,32,89,67,35,10,50,43,91,24,11
31372,10.0,48,76,12,93,69,12,25,77,27,86
31373,10.0,26,40,7,15,42,34,91,84,87,59
31374,10.0,62,90,45,86,46,48,44,74,92,2
31375,10.0,81,53,9,11,5,77,69,33,57,72
31376,10.0,40,18,32,28,67,40,61,30,50,51
31377,10.0,53,9,59,6,37,66,43,26,61,71
31378,10.0,89,96,74,42,58,34,19,53,32,7
31379,10.0,13,42,47,29,28,50,31,75,56,43
31380,10.0,41,95,19,88,75,1,62,80,14,80
31381,10.0,39,34,82,62,30,49,26,81,57,67
31382,10.0,21,16,20,49,59,6,66,2,6,59
31383,10.0,25,63,2,20,84,53,80,38,66,85
31384,10.0,85,75,56,17,46,77,40,72,17,15
31385,10.0,12,95,62,75,33,98,21,64,17,6
31386,10.0,89,89,65,3,95,87,19,23,69,29
31387,10.0,97,79,86,78,61,89,87,19,93,4
31388,10.0,56,24,13,83,97,97,64,9,4,40
31389,10.0,19,97,88,4,40,77,58,22,70,68
31390,10.0,19,33,8,66,81,91,24,15,98,95
31391,10.0,88,70,30,95,4,18,78,90,77,5
31392,10.0,79,13,82,81,92,36,34,27,23,49
31393,10.0,73,4,83,16,24,58,93,67,86,21
31394,10.0,27,4,74,19,35,20,63,19,82,88
31395,10.0,41,50,90,16,40,51,21,93,58,8
31396,10.0,11,31,90,41,74,91,93,4,29,25
31397,10.0,16,8,68,37,96,55,4,4,5,81
31398,10.0,91,67,26,63,52,90,46,67,17,75
31399,10.0,51,95,31,1,40,30,4,66,1,8
31400,10.0,92,50,14,97,21,27,3,49,90,72
31401,10.0,4,75,90,32,64,92,47,31,16,8
31402,10.0,93,66,25,15,58,79,43,74,6,23
31403,10.0,36,56,83,57,97,68,58,51,18,96
31404,10.0,79,58,65,62,79,64,40,91,85,95
31405,10.0,75,13,24,43,56,57,52,97,34,13
31406,10.0,88,88,92,64,28,21,74,7,45,45
31407,10.0,12,35,74,3,87,48,27,66,79,23
31408,10.0,37,39,59,16,47,78,97,23,21,97
31409,10.0,55,49,74,3,82,92,71,25,29,97
31410,10.0,71,98,70,96,37,4,57,55,9,55
31411,10.0,59,70,57,67,92,98,96,64,33,95
31412,10.0,15,72,18,83,78,73,76,23,42,21
31413,10.0,5,48,51,17,5,21,21,73,55,29
31414,10.0,59,3,29,28,57,46,65,53,40,39
31415,10.0,84,95,85,14,45,44,6,5,22,85
31416,10.0,60,58,45,62,79,66,24,20,81,9
31417,10.0,62,96,86,58,71,73,59,69,73,69
31418,10.0,51,27,11,9,73,63,70,18,56,50
31419,10.0,76,39,67,55,2,18,30,40,39,56
31420,10.0,6,70,34,41,81,39,61,60,7,82
31421,10.0,84,97,54,46,29,46,56,97,65,30
31422,10.0,70,78,60,82,58,34,43,53,77,76
31423,10.0,34,37,17,42,15,56,86,6,51,39
31424,10.0,41,58,48,38,82,66,19,75,23,35
31425,10.0,13,24,7,48,11,6,94,31,2,63
31426,10.0,46,13,6,20,42,70,86,15,74,23
31427,10.0,43,68,24,79,72,12,88,43,12,33
31428,10.0,16,61,50,73,64,2,65,2,67,26
31429,10.0,67,52,98,27,41,12,76,66,42,8
31430,10.0,83,91,95,15,45,29,27,64,39,39
31431,10.0,51,17,11,73,22,93,32,72,24,59
31432,10.0,94,79,63,2,48,27,96,40,91,78
31433,10.0,48,8,22,81,46,7,95,6,56,42
31434,10.0,2,84,78,31,69,97,33,17,88,8
31435,10.0,57,80,54,54,33,35,83,96,29,6
31436,10.0,6,62,30,98,54,40,71,53,44,16
31437,10.0,66,39,67,97,91,77,10,27,58,30
31438,10.0,74,75,93,30,45,22,51,25,15,16
31439,10.0,33,69,68,61,15,79,69,32,52,29
31440,10.0,33,54,59,67,44,61,69,61,65,77
31441,10.0,29,89,94,85,83,28,33,28,4,39
31442,10.0,94,74,46,66,70,20,17,3,29,64
31443,10.0,89,51,76,5,50,51,35,15,34,45
31444,10.0,51,43,3,29,19,3,98,98,95,24
31445,10.0,61,42,78,22,18,61,65,46,5,91
31446,10.0,41,60,44,37,91,18,14,92,52,1
31447,10.0,23,96,92,4,35,72,18,91,69,84
31448,10.0,62,9,43,6,49,31,66,4,61,27
31449,10.0,89,87,34,81,11,86,11,57,27,11
31450,10.0,95,30,54,82,64,62,49,56,58,49
31451,10.0,93,24,88,90,74,45,52,54,80,23
31452,10.0,82,40,43,96,27,50,70,59,46,90
31453,10.0,92,38,59,88,26,52,47,95,85,51
31454,10.0,64,36,69,90,19,6,96,19,74,86
31455,10.0,13,95,25,9,50,2,15,79,94,88
31456,10.0,49,60,83,25,34,27,31,28,35,6
31457,10.0,7,65,48,38,64,65,73,37,20,73
31458,10.0,54,30,21,48,3,60,14,28,55,12
31459,10.0,34,26,81,64,95,15,23,64,45,40
31460,10.0,65,69,72,5,45,64,96,84,62,74
31461,10.0,32,67,66,85,13,78,1,80,59,67
31462,10.0,85,46,61,70,10,38,18,85,30,4
31463,10.0,7,21,56,51,67,15,96,96,79,41
31464,10.0,9,92,29,55,91,5,72,13,26,77
31465,10.0,55,76,79,15,62,16,55,7,10,21
31466,10.0,2,42,68,98,29,56,61,43,90,53
31467,10.0,9,67,44,39,40,19,4,10,71,95
31468,10.0,10,92,11,12,45,27,41,30,31,42
31469,10.0,65,3,12,91,95,89,21,72,51,87
31470,10.0,98,77,10,55,92,48,85,55,62,20
31471,10.0,12,45,33,24,43,85,63,95,9,98
31472,10.0,5,64,9,97,39,12,9,5,59,61
31473,10.0,15,79,62,90,73,50,21,51,61,48
31474,10.0,2,23,20,53,71,62,71,67,98,31
31475,10.0,70,79,40,67,66,60,12,78,91,71
31476,10.0,4,85,2,19,47,18,66,46,58,96
31477,10.0,85,20,52,52,19,75,7,15,88,89
31478,10.0,88,22,65,93,64,10,24,54,77,52
31479,10.0,58,23,84,38,4,30,44,95,3,73
31480,10.0,32,14,1,55,42,87,84,61,13,72
31481,10.0,87,63,45,44,2,48,72,31,78,38
31482,10.0,33,77,79,89,87,96,49,83,58,26
31483,10.0,19,71,30,17,20,76,3,49,40,59
31484,10.0,60,80,71,68,23,32,43,88,65,82
31485,10.0,71,60,90,60,37,7,24,67,87,68
31486,10.0,42,6,97,31,54,84,94,23,81,42
31487,10.0,3,31,38,20,44,71,8,12,19,2
31488,10.0,4,38,80,38,43,73,66,32,32,95
31489,10.0,77,6,1,38,5,96,67,40,71,82
31490,10.0,58,72,84,41,37,68,67,93,94,29
31491,10.0,49,24,98,1,28,60,81,19,69,26
31492,10.0,79,89,8,25,94,33,14,40,3,13
31493,10.0,98,87,86,75,34,85,45,12,37,67
31494,10.0,23,66,29,51,98,35,21,79,68,11
31495,10.0,59,16,21,86,26,3,77,16,14,48
31496,10.0,85,68,8,98,59,35,86,87,85,98
31497,10.0,94,82,22,75,76,8,25,91,93,71
31498,10.0,29,86,4,83,35,89,78,84,78,45
31499,10.0,84,18,16,22,62,46,82,13,86,47
31500,10.0,47,65,28,80,9,68,27,24,4,55
31501,10.0,63,45,49,33,25,45,94,25,36,77
31502,10.0,40,97,67,66,10,56,33,7,20,65
31503,10.0,71,42,58,1,5,70,49,70,24,77
31504,10.0,32,95,16,93,70,67,91,16,96,35
31505,10.0,6,42,58,76,19,95,91,90,32,86
31506,10.0,89,3,66,43,78,67,83,73,6,50
31507,10.0,89,72,23,55,70,4,76,96,82,84
31508,10.0,48,80,42,12,90,30,21,46,73,27
31509,10.0,52,90,89,98,22,71,33,59,62,71
31510,10.0,37,29,95,29,29,15,73,95,78,3
31511,10.0,89,67,58,18,64,98,54,48,90,69
31512,10.0,12,13,92,38,90,96,15,76,60,16
31513,10.0,16,92,8,11,59,20,83,78,13,51
31514,10.0,59,30,80,27,69,10,94,24,62,4
31515,10.0,39,62,40,93,96,77,66,84,71,23
31516,10.0,63,90,4,72,34,82,79,64,24,7
31517,10.0,24,24,32,48,96,41,16,24,30,2
31518,10.0,72,68,60,33,55,53,68,73,14,7
31519,10.0,12,18,51,64,47,49,55,85,47,56
31520,10.0,2,21,65,74,5,32,27,89,4,70
31521,10.0,60,49,54,30,52,88,91,10,29,6
31522,10.0,20,11,21,36,19,74,78,60,87,20
31523,10.0,22,88,69,7,14,77,96,90,74,73
31524,10.0,44,79,16,14,81,82,27,88,32,70
31525,10.0,74,61,93,43,8,80,12,93,48,43
31526,10.0,81,48,27,95,19,78,43,85,29,56
31527,10.0,75,95,32,17,82,42,70,46,78,98
31528,10.0,69,84,19,69,32,65,85,58,74,81
31529,10.0,79,24,5,39,23,71,82,78,49,34
31530,10.0,81,40,24,66,39,7,72,76,67,68
31531,10.0,85,37,19,39,25,85,16,67,65,59
31532,10.0,86,76,21,90,71,79,46,50,51,62
31533,10.0,43,76,74,86,31,42,85,16,9,94
31534,10.0,31,64,23,15,6,66,24,77,43,17
31535,10.0,75,94,91,6,21,21,71,13,69,10
31536,10.0,48,18,39,74,3,2,18,97,39,71
31537,10.0,50,14,7,8,85,83,65,70,87,61
31538,10.0,37,43,67,38,3,79,98,37,64,32
31539,10.0,6,7,74,32,92,5,46,38,80,40
31540,10.0,7,33,62,45,83,8,73,48,80,98
31541,10.0,12,46,41,84,21,43,86,38,84,7
31542,10.0,5,75,38,92,22,60,39,33,12,73
31543,10.0,73,17,11,78,85,63,25,27,73,26
31544,10.0,11,58,60,90,21,17,89,67,68,39
31545,10.0,32,66,30,10,69,86,24,74,41,45
31546,10.0,13,20,47,12,22,85,77,39,7,51
31547,10.0,17,98,41,77,45,22,68,62,92,21
31548,10.0,71,3,53,92,98,88,22,55,49,92
31549,10.0,56,18,77,79,36,83,71,96,9,10
31550,10.0,3,40,61,62,31,58,1,40,27,83
31551,10.0,97,41,12,49,49,95,11,2,64,66
31552,10.0,87,89,81,9,46,81,88,31,83,43
31553,10.0,24,27,27,22,6,75,12,21,72,8
31554,10.0,87,87,82,57,9,51,86,91,1,72
31555,10.0,52,3,22,49,98,50,42,38,78,30
31556,10.0,5,6,84,33,11,91,44,62,17,19
31557,10.0,73,67,84,35,68,63,24,91,53,67
31558,10.0,91,79,51,2,6,26,7,61,23,17
31559,10.0,89,68,27,93,31,12,23,72,4,72
31560,10.0,72,17,5,94,52,89,9,92,39,74
31561,10.0,38,68,8,75,20,51,66,62,64,66
31562,10.0,29,88,74,76,75,84,65,63,11,29
31563,10.0,45,20,43,41,76,85,94,85,46,40
31564,10.0,41,87,85,23,70,86,3,52,55,34
31565,10.0,22,68,14,44,13,16,35,86,56,17
31566,10.0,47,76,3,23,82,42,91,45,68,65
31567,10.0,73,75,9,71,47,1,98,69,4,14
31568,10.0,42,9,44,91,12,5,11,24,7,12
31569,10.0,85,48,36,26,50,16,9,34,23,48
31570,10.0,50,41,40,34,16,44,72,2,49,23
31571,10.0,81,2,41,24,86,45,82,4,39,54
31572,10.0,42,50,1,15,21,94,52,68,23,79
31573,10.0,71,45,73,25,38,88,24,92,79,51
31574,10.0,53,3,45,56,6,49,5,64,6,2
31575,10.0,93,60,93,24,55,37,70,21,39,95
31576,10.0,97,73,33,92,96,47,24,37,3,56
31577,10.0,45,28,73,43,41,11,40,13,76,89
31578,10.0,18,11,6,39,88,25,64,79,13,57
31579,10.0,82,56,58,27,9,1,17,62,95,52
31580,10.0,29,73,66,77,85,16,86,9,68,51
31581,10.0,97,27,31,83,20,13,98,27,9,3
31582,10.0,47,45,23,9,35,64,55,72,15,60
31583,10.0,10,51,69,53,3,13,8,72,81,24
31584,10.0,48,71,64,59,95,80,51,52,76,10
31585,10.0,40,2,3,39,68,5,21,56,63,84
31586,10.0,13,28,92,35,46,26,20,70,35,63
31587,10.0,10,87,40,12,55,21,12,3,76,79
31588,10.0,91,50,47,30,86,23,53,14,27,98
31589,10.0,93,75,11,74,10,15,29,78,81,21
31590,10.0,14,5,35,19,63,81,76,15,84,4
31591,10.0,64,78,19,7,25,43,47,29,6,53
31592,10.0,76,80,92,62,40,27,36,31,38,49
31593,10.0,9,27,67,8,83,65,88,86,46,53
31594,10.0,91,82,82,18,68,37,57,97,37,69
31595,10.0,91,25,52,64,58,26,90,90,57,7
31596,10.0,71,22,81,42,74,78,91,90,9,69
31597,10.0,77,82,85,87,67,22,52,44,13,42
31598,10.0,27,9,56,55,69,65,82,17,38,85
31599,10.0,92,39,35,8,38,52,92,98,40,54
31600,10.0,24,43,95,7,80,92,68,39,48,63
31601,10.0,21,97,35,5,45,94,6,8,47,6
31602,10.0,53,13,89,11,68,40,42,18,37,1
31603,10.0,92,33,69,16,60,16,38,70,48,31
31604,10.0,86,18,69,81,31,46,36,83,64,43
31605,10.0,88,34,36,56,77,56,63,35,75,37
31606,10.0,38,24,97,17,72,83,49,40,47,70
31607,10.0,41,19,13,29,63,89,80,25,53,98
31608,10.0,73,80,81,30,21,30,8,31,24,13
31609,10.0,34,15,54,5,4,16,94,87,93,63
